SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR16	CE1	CE2	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR16	ICE1	ICE2
2017	13	GA	Georgia	5868440153	2240050035	151784330	-2	29804615	8746291	2536873	0	28641406	163748951	274609229	315363411	48488	3679755	9078707246	0	9439804455	28221650	1801981790	0	95001886	1925205326	898042046	20443717027	7297730655	2824023682	258059927	7771877	12986625	620320635	32918414	53161624	11061068400	4701574284	1091430848	196726897	535969287	95447950	652431075	575870220	108260333	806252903	415226415	455161065	221612337	3234814348	139334494	181678280	31268522	275858512	167644490	192872017	86154556	1074810871	90541274	96999792	55136835	29702442	402860745	77604725	143377079	896222892	48227783	59926166	7083854	21460955	373738203	119826413	71677637	701941011	1776754	1871785	726487	862031	37339885	100484932	10859623	153921497	12474210	26881266	29440500	10884484	2072833	2082502	43434135	127269930	943008836	941355724	231190044	1144159296	1361542686	847546722	566255744	6035059052	277396960	144396237	57507769	484875742	10072592	13045770	977222478	5937846	551982	6761696	26455273	536791	13215072	52921869	1030144347	0	0	0	0	0	0	0	0	0	0	18126271799	1610522027	73162060	78550173	1762234260	224355672	634564627	858920299	31009529	262596	0	2889857	0	0	7229	2889857	349431352	20120124564	434973972	71987503	0	0	981389386	17144882413	1690526	-2	1690526	10142	1764346	16053179914	2073091883	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2017	15	HI	Hawaii	-2	-2	-2	-2	0	0	2549937	0	439064	23708707	827005	28552779	0	1766654	57844146	0	2534177466	58821771	193323198	0	0	252144969	0	2844166581	955343989	420171020	53923034	5293078	0	80063723	10825919	5258984	1520053828	576214695	188931017	5251348	10228470	3057309	127976129	48845327	6101581	111173259	65810166	979503	34017524	394903489	61655747	23015044	2972879	53517610	31759544	442568	16403207	189766599	51075107	10072110	1998075	9158716	74294160	61649576	10646020	218893764	4062544	5540176	1539877	12363871	115010561	142642	3162523	141822194	317806	496061	64327	2212092	1009870	9037	312702	4421895	32203	299401	435623	524676	2256481	1625	194607	3744616	244801730	87772058	13048035	186738132	289130912	63215914	64423881	949130662	42565866	21115965	2562936	64643100	579874	1146	130889013	0	0	0	0	0	0	0	130889013	0	0	0	0	0	0	0	0	0	0	2600073503	145241751	0	293379	145535130	0	0	0	10163106	46631	0	6796527	0	0	245099	6796527	16412797	2778687684	23959920	27802305	0	0	80614528	2519458975	169664	-2	169664	14850	181550	776451833	188553238	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	16	ID	Idaho	517769024	3217624	-2	-2	5246363	252452	1768376	0	5624249	23942999	3645149	53745582	0	791967	615751333	0	1706893505	11970380	233286410	0	7276672	252533462	330938103	2575178300	902279868	316921305	50902565	1064544	252452	51567148	12605764	383032	1323118462	716948588	125357991	10279333	47002930	-1	80615387	52198407	30402218	92328745	65330821	27906895	24987482	373769955	28406869	17290739	9889459	31944101	29176494	11791913	9722633	138222208	15225064	34156351	12299499	3314549	90027928	48218665	17118071	220360127	1190344	26151809	2373927	1049660	20631245	9242756	6581731	67221472	254416	5527320	830542	109708	16954576	5798536	5830422	35305520	0	601949	1424491	420952	7137474	828373	1628508	12041747	125437664	130399255	56389594	129058007	212303962	97988602	60038425	811615509	34106792	16330748	5447481	53358499	1203510	19732	109263252	634919	265069	39243	99667	2612	131240	1170138	110433390	0	0	0	0	0	0	0	0	0	0	2245167361	160876848	21172387	20661029	202710264	58499109	119545990	178045099	4649354	60540	0	202431	0	0	0	202431	91011362	2501907356	61168685	0	0	0	96563539	2148603822	279822	279822	-2	7678	297200	-1	-1	R	R	R	R	A	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2017	17	IL	Illinois	17082907328	828351333	-2	-2	27892833	413591972	7033980	21483020	96002165	203096753	117555490	969217892	103885877	21410370	19457354021	0	13710764136	86231075	2167759773	0	58333798	2312324646	3955079542	35480442803	10142328681	7673292684	1007195988	276087514	826853368	423695768	100529716	81346280	19603946915	6646648213	2156754440	186155369	1135049411	-1	1219096874	510977282	444399073	911767400	715891851	266376117	399052880	4467561477	855850711	378040803	348198009	683150121	589856245	215394380	355535294	3426025563	117905867	161524722	355983982	23561405	621912413	790178896	242994770	2314062055	20559795	79963948	14739862	17211267	509957753	60544182	65612928	768589735	3766918	55461022	5409051	2275494	253617974	62263799	77917367	460711625	1563648	4004151	18837098	2487860	2796684	2503599	60010725	92203765	2214976895	1134510906	1182158024	1638178053	2440414946	1334997174	1123206597	11068442595	210343605	78072289	195806858	291078659	10344867	1337248	776638659	0	0	0	0	0	0	0	776638659	0	0	0	0	0	0	0	0	0	0	31449028169	1267742161	168575761	9096835	1445414757	958046731	1886064519	2844111250	147119253	1495749	0	13430129	1980985	0	38138	15411114	750792691	33630093388	518328939	192291652	0	0	1191495894	30257532275	1814514	1814514	-2	16675	2026718	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2017	18	IN	Indiana	2772842074	14621698	232591231	63950034	2735712	20399554	270904	1337146	17472018	188059360	84254752	431409696	66702336	0	3874909815	16175071	7087311207	16831432	879932028	591317	76795158	974149935	564677620	11952546028	3687499410	1911383667	113159397	5368685	3656689	218549548	48795188	3965442	5939926149	2639476917	438464716	84711637	17107670	97359364	324294856	216391614	100393626	418336450	335011278	269315976	97582451	1761326251	167434123	110362448	61170917	225930524	208362907	137828831	76698443	987788193	39340514	64327431	39128078	20184006	294049560	147890251	38407090	643326930	6508621	22058346	6969739	5200512	323914929	67705554	9235999	441593700	2179344	109364535	1226750	598887	22510377	106136484	31731074	273747451	221757	1733505	5283839	2171979	253078	368175	28359277	38391610	537799871	414873344	212946199	671823471	1161591752	623108787	250283260	3872426684	162048880	45949520	38381362	248674469	14375953	2419475	497473706	0	0	0	0	0	0	0	497473706	0	0	0	0	0	0	0	0	0	0	10309826539	491122120	176905224	88425938	756453282	293921717	981808122	1275729839	138570772	587268	0	28997459	0	0	1278080	28997459	604115102	11572631992	243414858	0	0	0	585437922	9724388617	984490	-2	984490	9878	1049547	8740142088	566808523	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2017	19	IA	Iowa	2187984669	179063203	-2	-2	5679567	288287324	2528149	907706	15235472	112915762	8501904	145266627	13839136	1775442	2672789931	1960035	3732323605	11073387	457238399	9818201	19254528	497384515	785049696	6904458086	2487050110	812849937	81751955	31550197	294248710	106932039	53422815	4071511	3524205749	1511675152	329513162	82319450	304643784	18995158	240067694	223652803	82005537	235935864	172888534	92436401	89579888	1136566721	76681862	66628849	29246636	83215361	70037557	24801602	37325031	387936898	20762887	42523412	30926821	7132331	114776112	59856098	33223637	309201298	3546244	31403306	3006350	3065815	126173847	27620184	14621239	209436985	687066	24533739	467289	740368	20831871	33804638	9744456	90809427	172064	656280	3648381	796655	295790	370014	1806074	7745258	341230751	364864650	148833725	330146026	484171840	205084299	176555869	2050887160	85676029	30342485	8148237	134458905	6394635	325763	258951419	3735910	931574	62663	2027944	49712	5746	6763837	265715256	0	0	0	0	0	0	0	0	0	0	5840808165	606385479	15452091	40687179	662524749	117542148	715338146	832880294	30979700	220402	6085480	1114471	0	0	34823	7199951	207071084	6692444379	87670977	6665529	0	0	239576466	5601231699	480067	-2	480067	11668	509831	5367404157	473404008	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	20	KS	Kansas	1103724551	-2	-2	-2	6015528	219459914	5895594	0	3913893	82246423	43899504	389327389	13432944	1344968	1649800794	125483043	4031070325	14541830	507958851	0	15296090	537796771	985045000	6344150933	2173095792	633067179	94199763	3867747	4530050	147245549	89603088	23050858	3074526888	1486621136	294603217	71064538	36105962	36677960	239837182	130998458	76627008	224269734	175988783	63003988	76614433	987339586	63705622	35778540	21583226	63615405	60111527	17977752	24444805	287216877	17294769	27606176	28502170	6608770	117224606	99315959	20123394	316675844	6272965	17533929	4205335	3536824	148824136	23772811	19206936	223352936	2791454	4567047	2565119	1894746	25939897	26837840	14142679	78738782	911511	1017031	7429408	1393629	1726461	5449905	3867035	21794980	328022049	212934134	138347147	299424362	503875513	209520415	144256603	1836380223	76948034	28638083	17606055	117912819	4064763	2881481	243986472	0	0	0	0	0	0	0	243986472	0	0	0	0	0	0	0	0	0	0	5154893583	632802562	35750063	36442401	704995026	242774419	348452889	591227308	689331	76592	0	2768018	0	827535	36140	3595553	244711829	6036692858	99632308	11142959	0	0	263610228	4891283355	461949	-2	461949	10588	494347	4368782674	522500681	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	21	KY	Kentucky	1975136799	458622501	-2	29811585	5327466	269493	16325	0	15399700	56820990	22878928	76344518	497349	0	2640856161	0	4229779694	46586690	794423558	13150662	58063381	912224291	1420857765	7782860146	2678618791	1061769021	63738380	3002703	1584455	136606891	43802758	10875552	3954611338	1891411116	395621371	24599650	78823144	28750842	231511332	239940621	43150515	278673070	201840396	210031186	93348136	1298495256	85615907	81812518	35093861	109437871	101668292	109481610	43989526	567099585	15549451	25359494	69576605	6301890	125446905	20481321	37725931	300441597	3884711	32196402	4631830	6862046	184384917	51252674	9603131	292815711	994828	16928471	1305572	2300831	9612411	44608072	12964801	88714986	236935	5382852	3130585	448379	1166308	1964401	1114999	13444459	336798336	384691887	155583396	401723256	614506818	393211192	185781723	2472296608	131297955	95945199	13084967	210713338	8900715	657357	451698816	11330955	5511191	309507	1291662	255988	104516	18547831	470246647	0	0	0	0	0	0	0	0	0	0	6897154593	542937311	26016935	10053037	579007283	182724466	398120200	580844666	65043026	392243	1300593	9644027	1301467	0	140073	12246087	178276735	7695657752	182084987	39295298	0	0	306921343	6590233250	616197	-2	616197	10695	684017	6307447532	578505433	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	22	LA	Louisiana	1689558358	1916166706	-2	-2	17576362	2412955	88643	1575126	29390934	28122510	2664673	192345579	314796	1707209	3877935770	0	3903100603	58630055	1081498782	0	28560717	1168689554	1024265298	8949725927	2786077481	1331231495	152312373	61117543	6179178	215035677	18988080	5353976	4551128545	1744350219	418147079	73807608	248254512	47021607	323838397	238768283	33917314	325320572	173997865	174996271	105811486	1376650188	139967028	105223597	17893025	147596402	100891530	120109208	47935144	679615934	26070090	46509066	150462443	28665740	355332493	139182012	58066304	804288148	5655696	15093911	2304958	10929030	190526529	30024912	16961142	271496178	457276	1132955	309653	1355240	6831480	31245439	7746605	49078648	330168	633220	6875334	11137107	2131522	1179823	15228281	37515455	495861379	406228077	211453074	523648851	822879939	465492226	244002357	3169565903	137603182	84358698	38109771	168015330	6870994	1582797	429669778	42602	20321	12784	4813	0	18390	98910	429768688	0	0	0	0	0	0	0	0	0	0	8150463136	540062067	66683634	8608599	615354300	114262710	327077656	441340366	7010912	748	14540614	6959880	0	0	255	21500494	150230958	8869267567	213875604	69831836	0	0	334181633	7816281503	676318	-2	676318	11557	716293	7334734107	603961003	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	23	ME	Maine	836226257	-2	621431628	322148	5318090	58350188	65257	1709820	988683	29153388	1965973	34692091	70510	62527	1530296552	1399653	1093382122	11508716	181510810	1742361	405977	195167864	147891629	2820246191	993470638	386470227	42732872	82441803	74788530	35655007	6711465	4703419	1545473966	648740369	106955295	17543366	27610184	7103124	111472271	65376363	43060826	95344502	78290741	47622755	18644009	459811467	40007799	27151500	15738593	35636817	31111909	19989688	7198570	176834876	26894488	44988350	27230803	5468297	96561599	44871377	6736178	252751092	1888788	10659357	1416440	1945827	58986566	13295931	713511	88906420	383920	11437309	290740	417336	5623535	4840001	273769	23266610	731156	1071486	2358241	964605	739036	4020579	1348406	11233509	180994502	149247056	89804903	139360048	265689851	129800330	34640674	989537364	38962022	15935383	5354665	45632961	1165849	199745	106084776	92503	18090	136876	21455	0	54937	323861	106408637	0	0	0	0	0	0	0	0	0	0	2641419967	89063343	84364	2825511	91973218	45641564	125731475	171373039	6104225	15854	95838	21738721	15653	0	187808	21850212	34257461	2792695208	27928994	25793853	0	0	90358592	2551061375	164037	164037	-2	15552	180512	2248610045	171527351	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	24	MD	Maryland	-2	-2	3703438914	3634317251	5744332	3790323	2384719	0	5752357	95920317	7909983	109536284	0	3149386	7568153543	0	6625702909	11315568	765899617	38190360	36454710	851860255	116455087	15045716707	5256374627	2387876046	299548442	263951897	3101520	198799115	25885549	25637012	8432187139	3324765239	694187161	88182136	204419156	35256683	382545247	363857620	60792478	605170813	454826246	227691707	201972026	2296856137	169754736	163286636	36101763	259495148	183744756	94206962	87320059	993910060	38304565	52802441	26117561	16118547	191223260	342411864	80708798	747687036	3334188	21467549	3102843	8915839	222754838	23494207	13106517	296175981	195772	1481265	180020	480999	15529358	29494851	4244780	51607045	1773921	9058441	2399702	3640924	63915939	4002035	4970573	89761535	595712657	610472687	128514347	893341271	1116465039	691806775	388077973	4424390749	127654299	58085086	12319136	177887399	5337650	1064981	377010901	0	0	0	0	0	0	0	377010901	0	0	0	0	0	0	10754245	0	0	0	13233588789	1114089653	4478175	35748777	1154316605	158704558	326118696	484823254	25653793	232116	2363587	1184498	0	0	0	3548085	123289312	14500169632	181737621	35494093	0	0	332340451	12901248338	828005	828005	-2	15581	886221	12716411330	517177460	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2017	25	MA	Massachusetts	-2	-2	9766155987	-2	2737028	629581321	2010003	0	10031194	192390960	39369674	444130479	0	37132438	10493957763	0	6999777227	39602889	773269808	91131499	25793469	929797665	540622	18423532655	6823131040	2863534425	99993765	832707483	221912621	273503170	11567392	19678142	10912548025	4015244277	977864951	259428555	72687611	63607595	822515511	516868620	161692550	564661930	543039863	102502929	237727638	2949009041	345193646	216919634	40560037	141643562	136219740	25712517	59633187	965882323	82281229	23523213	42535916	8386759	476815653	523033973	69498564	1226075307	17745587	8750709	9154350	10598862	140982166	5322221	19025961	211579856	593568	368710	128979	341945	671791	3313572	195109	5613674	2349597	22883625	22038519	6384049	140404334	120017603	31597838	345675565	1270085570	788945801	275981372	731675162	1437461756	776589243	417483188	5698222092	157019087	39387714	29024737	223809072	223565	29130933	478371543	0	0	0	0	0	0	0	478371543	0	0	0	0	0	0	0	0	0	0	17089141660	271378734	146127011	72558130	490063875	236798017	546130366	782928383	65615402	30665	7307156	3204848	0	0	4913	10512004	236125350	17672773150	178423514	42578199	0	0	494641816	16594499844	906420	-2	906420	18308	964514	14205308912	770250367	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	26	MI	Michigan	5287485245	7204174	1680861	9428414	33214512	66569223	9313444	41876099	37013544	161287056	67881363	571324522	0	1350808	6187183943	17557090	12224089504	72788508	1522574959	94281403	44911670	1734556540	2626359085	20163387077	5203188382	3414022666	976162054	260081	125976132	261915214	39656877	20261479	9875809876	3702297992	646548721	104026052	187855048	49348970	737633140	372624556	121133409	508622364	262848087	206302435	291101340	2500265331	464657933	227315074	72804537	328499123	188841617	136324065	192384415	1610826764	147344726	220078188	175652566	108028611	697421024	309198581	308943574	1966667270	9459038	47709189	4715079	11860015	359000132	66513991	28948469	528205913	1100707	12444055	459940	1259685	42464192	78948834	61276264	197953677	1708848	4049598	11710524	3602154	2523243	1807687	64205218	89607272	1360803685	871776605	386016115	960612267	1510634103	720146759	885583016	6695572550	121483536	70994023	135733062	296928745	15446846	9599728	634739094	0	0	0	0	0	0	0	634739094	0	0	0	0	0	0	0	0	0	0	17206121520	902595821	98256539	137501003	1138353363	722802503	1493755632	2216558135	261945409	1858480	0	28092029	0	0	232539	28092029	490905961	18889660740	422386148	0	0	0	695433331	16510688189	1382188	1382188	-2	11945	1528666	15453470258	1698120022	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2017	27	MN	Minnesota	2449513638	-2	-2	-2	126101630	155960167	1491083	0	81333360	193235065	29490125	627072039	0	0	3508236940	227596097	8762296202	49422764	659216835	0	35313324	743952923	1792215609	13242082162	4835057765	1613811117	378175643	78685071	68999460	224880819	55871029	22498860	7153109275	2798042729	597078529	87370987	51477376	45320080	211238683	308107639	190812856	346533091	284810481	116636147	94028838	1552167735	71229437	121795008	64741958	84188902	109483094	39031884	35748767	526219050	31807132	80003005	129462667	6872083	271470266	442938123	94945457	1057498733	8789644	50418749	27088750	3738658	79479200	26120253	9519691	205154945	1870763	33057989	15944923	1234472	7507802	18853834	4201800	82671583	801860	4997154	2895855	2954859	1473436	352255	33681594	47157013	323866756	565321555	415002086	444287593	746716477	625078662	267924347	3388197476	140341848	45992408	50476960	229481603	9321615	1223639	467516458	12268477	3986542	29139238	215775	6758257	1694347	47304379	514820837	0	0	0	0	0	0	0	0	0	0	11056127588	1698640956	225873762	77479631	2001994349	397158401	823638228	1220796629	440652341	3466874	15716098	57004478	0	0	712974	72720576	462155725	13730297186	156874956	0	0	0	507192859	10548934729	819192	819192	-2	12877	875021	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	R	R	R
