SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR17	CE1	CE2	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR17	ICE1	ICE2
2018	13	GA	Georgia	6096679039	2415818574	151422533	-2	28848067	9176623	2440616	0	90091836	161818352	278175137	315695284	48136	3942637	9544980211	0	10051396015	30851188	1757498195	0	99344838	1887694221	723470448	21484070447	7475744008	3124257136	310470377	7740026	12231021	628636726	26126188	51570653	11598418926	4865476644	1153426602	206300426	545516204	120454126	689140322	600439422	103837751	834690957	426647421	471120535	232885892	3358762300	163372246	201219427	35366454	311869524	185039597	212252648	98379800	1207499696	97168474	96117819	57344283	24586080	420208523	79862476	179222654	954510309	49025692	60319691	8256616	22974387	382739703	131165082	86562963	741044134	1368526	1272869	494130	588027	35749959	119335906	10470947	169280364	13931380	28859526	32894596	11249329	1827145	3762921	46296250	138821147	1012638114	986955885	237699700	1205370277	1416462389	898163662	643347559	6400637586	277638893	156921177	57664107	471296809	8422275	13879733	977400719	6677499	742974	7322985	26395263	648279	13392458	54531179	1031931898	0	0	0	0	0	0	0	0	0	0	19030988410	1631243504	70818328	99790823	1801852655	257591375	607089281	864680656	33077397	292977	0	3000648	0	0	0	3000648	375379234	21073689193	431744751	81971310	0	0	988989006	18041999404	1690358	-2	1690358	10673	1768642	17000366597	2030621811	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2018	15	HI	Hawaii	-2	-2	-2	-2	0	0	2326232	0	237402	23412779	912690	32179469	0	1721594	60790166	0	2940902322	57059202	213427067	0	0	270486269	0	3272178757	987240904	485325245	66148772	4855982	0	86871427	8084428	5629278	1636071608	601806584	196166666	5427861	9444932	2541127	131977747	52014867	6093855	117062937	72514761	959679	35166116	415789962	69895936	27092059	3136276	61922547	38452575	497864	18594559	219591816	54386201	11188695	3152615	9796886	72066757	64361674	10284151	225236979	4885745	4386213	1223540	14575080	84384261	140440	6684782	116280061	341235	256257	45368	1476018	569678	2607	545591	3236754	153306	339361	409940	718076	1720416	2850	171840	3515789	261298935	95021195	14016226	204075526	269138770	65962507	70901448	980414607	44792516	24305554	3462835	67168379	301884	101332	139830616	0	0	0	0	0	0	0	139830616	0	0	0	0	0	0	0	0	0	0	2756316831	285003734	0	56181	285059915	0	0	0	9700621	55858	0	7669328	0	0	432407	7669328	12167512	3070858026	20955708	31238573	0	0	80567576	2675749255	169752	-2	169752	15763	180837	2554114800	202202031	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	16	ID	Idaho	538265120	2653235	-2	-2	5975018	254184	1341313	0	13499708	25460944	3796514	54167247	0	807473	645966572	0	1821653448	13824692	241934119	0	7224847	262983658	272109854	2730603678	953953670	332359859	57988739	1112477	254184	54960604	10979532	408934	1400784283	760283270	131138570	10772538	48653528	-1	87759735	53488776	32219819	98432013	68588159	29257891	27183184	396929577	30618370	18136401	10563848	33544863	30117076	12245886	10561533	145787977	17415931	32579332	11186588	3079299	90174202	52696630	18766340	225898322	1500089	24078497	2733918	1168361	21761161	10708544	7454617	69405187	282300	7744347	740813	101319	18293244	6448712	5960222	39570957	0	498313	1564833	748154	7103052	697510	2008745	12620607	137294125	128781319	58269006	136972690	217743650	105606461	65974419	850641670	35495943	16574673	5494907	52810715	1470954	21154	110397392	663394	263024	50491	112760	9791	124022	1213691	111611083	0	0	0	0	0	0	0	0	0	0	2363037036	177319183	23322183	22410934	223052300	63029495	140926985	203956480	4557352	60792	0	136510	0	0	0	136510	97825143	2642875224	57650481	0	0	0	95031743	2268005293	282690	282690	-2	8023	301186	-1	-1	R	R	R	R	A	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2018	17	IL	Illinois	17582822172	664790053	-2	-2	27520032	404398692	7239971	24430183	182892297	203449226	120044708	1086763864	107673858	20535969	20003732150	0	14980808080	89188177	2187677159	0	35787837	2312653173	5092671903	37297193403	10338166085	7528405329	1022300790	301733817	904158606	448124536	113946009	93965462	19732696019	6948399481	2205172577	190519597	976210226	-1	1257623248	531431632	460506638	935693031	709344915	274019924	412009722	4580629110	866221581	377000129	354621322	690959172	577264384	218231962	342659611	3426958161	127273104	173304465	348158858	22712169	734625029	842087440	202786511	2450947576	21146537	85674941	14278747	17742316	507900980	69179279	73832106	789754906	2928796	51391575	5837393	3149459	244302116	76180604	91055566	474845509	1413114	3691269	19941370	2413622	3715059	3022221	44222385	78419040	2273677584	1171102436	1197506935	1669520310	2532850367	1406540826	1075510335	11326708793	217244381	79115819	204601707	287143534	8140609	1375816	789481257	0	0	0	0	0	0	0	789481257	0	0	0	0	0	0	0	0	0	0	31848886069	1528520223	189927058	28602942	1747050223	1022340993	1996229652	3018570645	166165977	2395636	0	15299177	2700350	0	123026	17999527	817980789	34379552585	449045401	177175282	0	0	1112684447	30736201622	1800124	1800124	-2	17074	2001504	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	A	R	R
2018	18	IN	Indiana	2872619354	33212374	241649949	51695908	3230284	12487062	370215	1049300	32375552	187797350	83645726	378115672	65257141	0	3949969525	14934653	8290421843	17915559	916280522	418222	84837477	1019451780	561071291	13274777801	3731848165	1995089387	124653008	5273437	3980998	213443482	49844850	3919610	6074227089	2658917071	446280260	86700543	17181268	93607805	334457230	215586306	102792226	431460644	336332990	279044444	101458414	1801132254	177919914	113831327	63800240	239785779	213265222	145468225	76746508	1030817215	43558516	75171429	45745099	19573573	306324524	145074490	43460076	678907707	6357002	22105101	7199902	6039501	331253967	80237369	9210645	462403487	2729574	109449512	1610864	1207019	19974192	96642726	38847156	270461043	432957	1312625	6323334	1533227	305422	439305	21120488	31467358	562725619	428006788	225860801	698392724	1187482125	650263833	251996131	4004728021	163946303	47218222	38339263	245839784	15862300	2490410	497833982	0	0	0	0	0	0	0	497833982	0	0	0	0	0	0	0	0	0	0	10576789092	522632476	195295477	85161058	803089011	288870478	1007289684	1296160162	143938268	536344	0	29443110	0	0	908579	29443110	618069651	11890872597	258354058	0	0	0	598654774	9978134318	983119	-2	983119	10149	1054187	8900874094	590251628	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2018	19	IA	Iowa	2278095465	183388344	-2	-2	6067328	302233781	2275103	1236650	29260193	113469977	8910441	149006654	14296054	1586523	2786356082	1469555	3753093125	10871009	468900268	10202088	18160077	508133442	677574351	7049052204	2530214935	841619236	92287838	35295934	308532486	106871162	53342799	4411918	3610701023	1533173624	336962471	83039423	311931233	18723703	250972249	235071440	82725894	243442349	178121359	94339234	89537571	1174210096	81129148	70326892	28806158	86231564	72985794	26876416	35317300	401673272	19358340	41340581	33257362	7384609	119338780	62559272	35490317	318729261	3257783	29269087	3104284	3098108	136557601	31442977	15208352	221938192	706251	23868570	457311	1221099	21173717	38376843	8576076	94379867	162302	594892	3712092	830467	298651	392759	2144774	8135937	354879822	376602892	151605790	340987097	507302185	215610658	177698314	2124686758	87860498	32008976	7894129	130595507	6777813	405709	258764819	3855523	1140323	72936	1713970	51069	9668	6792420	265557239	0	0	0	0	0	0	0	0	0	0	6000945020	606806534	10447697	38172824	655427055	115116676	500298388	615415064	33471882	269443	5572815	1161466	0	0	54777	6734281	203496289	6851454006	92223892	9997262	0	0	248826580	5752118440	476434	-2	476434	12073	511850	5520567184	480377835	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	20	KS	Kansas	1164519637	-2	-2	-2	2591349	225757881	5854327	0	20091184	81831289	43374234	384262654	14227788	1092600	1717845062	130442769	4354850143	12609633	495676202	0	15428502	523714337	605095031	6726852311	2264927547	742015802	90913928	3686861	4927457	152967218	108101383	26176142	3280687498	1545820676	307870509	75137272	36156088	37046010	254850983	139806517	79035061	233459146	192512380	64641544	78948465	1043254096	76644714	42938520	24630216	76223200	71053911	21566613	33631640	346688814	20070937	29667793	29194699	7010082	121019129	105532599	21561166	334056405	6339019	19159858	4628736	3765363	156973169	27566767	13361776	231794688	3236063	6150380	3110644	1862044	30521919	27221608	15856798	87959456	1724092	1517372	9565764	1452271	1266577	7310672	3980554	26817302	359629745	233090060	147054476	321910062	542825166	226618195	151483601	1982611305	80119597	33762288	17410160	117632736	4681483	2859840	251784621	0	0	0	0	0	0	0	251784621	0	0	0	0	0	0	0	0	0	0	5515083424	613598717	28561428	36232802	678392947	248900288	353539653	602439941	1057364	117485	0	2661133	0	1067348	70140	3728481	265724177	6399192163	93004139	12005240	0	0	253980966	5261102458	459480	-2	459480	11450	497088	4752816623	508285835	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	21	KY	Kentucky	2087221329	473528396	-2	30664903	5612807	442195	33447	0	26100007	50694292	24109749	83321396	284982	7025	2781578333	0	4759331460	48721393	796425565	13119219	59806546	918072723	1245743591	8458982516	2715354945	1495779485	65546400	2924934	1904932	135157703	46491823	11600275	4426363742	1899779998	406867627	26688365	87816260	25011870	237647152	241103629	43479641	283851139	204219844	214677412	96794838	1321773655	114728758	108378133	42597982	142794144	110065447	117104578	53261585	688930627	13183536	26712646	71355279	6447469	133581100	21745679	37232849	310258558	3856412	31953271	4802941	6558369	186676998	56117743	10247424	300213158	646233	12980335	1121791	2261830	10731907	48588741	13176304	89507141	137101	6271346	3473381	639051	1424994	1720377	1150395	14816645	369552959	414419025	165709224	440290172	635968383	411365789	198687091	2635992643	133475791	102008835	12917544	214671514	8987277	900577	463974261	11770175	6186078	355808	1350790	131266	115715	19778566	483752827	0	0	0	0	0	0	0	0	0	0	7546109212	527138336	41583579	13916856	582638771	188473435	391175788	579649223	66469806	728509	1563687	9144577	209736	0	117235	10918000	201463686	8352099040	182097857	38695206	0	0	301535365	7244573847	600115	-2	600115	12072	680978	6951707534	580514288	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	22	LA	Louisiana	1725711245	1976025873	-2	-2	17976457	2437334	78287	1617401	44185840	25180852	3122249	245813515	302732	1404278	4039801328	0	3940151393	62236845	1064010897	0	27200413	1153448155	1096905629	9133400876	2824550367	1381543668	158853940	57717773	7819013	240502942	14762417	5787392	4668956082	1759262273	424984856	76044848	247700105	51200782	333456271	244503153	34990650	335991782	176503363	175616262	108671429	1409732910	147860164	110574026	19032639	155852718	102411846	121532081	51285180	708548654	28610899	47490996	152546326	29879725	327765657	141004713	59461165	786759481	5970139	13875011	2259334	10639697	198070130	33346880	16694077	280855268	361471	631103	436479	1013116	8982614	22840211	7885479	42150473	181589	465495	6628188	14956153	1365121	1441375	7650545	32688466	516079062	416908681	215457137	547320075	806116117	472941311	243762396	3218584779	140492906	84762990	40841287	165635723	5551471	1963869	433696775	61502	26178	8964	9733	0	29013	135390	433832165	0	0	0	0	0	0	0	0	0	0	8321373026	474633858	37873017	9303994	521810869	113591382	323751289	437342671	7065000	748	5596556	4961284	0	0	0	10557840	109642120	8923271844	181693974	78654198	0	0	308413027	8012959999	673558	-2	673558	11896	715135	7491699724	631080097	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2018	23	ME	Maine	851836911	-2	639468591	321467	5093473	60735498	364829	1669823	1692837	27549360	2028577	31213938	25189	55428	1559650600	1406258	1138694925	10210944	178071508	2632168	496218	191410838	180058958	2891162621	1015133273	409426367	42114114	86049117	76025348	35367539	6271602	4546998	1592637408	657634304	110838649	18350385	28735739	6637850	116098921	63726042	43762109	97357910	79640479	49910382	19429359	469925202	43656730	28189370	16912885	37895616	32109187	21410212	7831253	188005253	27244442	35398212	27583278	5336347	111263459	44876164	7003569	258705471	1793189	11075656	1313569	1968036	60596170	15055894	642093	92444607	283660	10542751	275812	342867	4569622	6043095	300962	22358769	743022	1033613	1880800	1049460	773139	4120863	1380833	10981730	189536304	139422893	91452641	143607369	284382434	135373515	36287107	1020062263	42113399	14041487	5392952	44683393	852203	418568	106649799	146851	25373	65077	12812	0	21072	271185	106920984	0	0	0	0	0	0	0	0	0	0	2719620655	124853714	1009408	3233826	129096948	45626719	120974459	166601178	6861542	245044	146897	22097357	18710	0	174662	22262964	34145514	2907744389	30527560	24877766	0	0	90522182	2629098473	163291	163291	-2	16101	180473	2326207542	167417892	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	24	MD	Maryland	-2	-2	4034364776	3959066652	5519024	4360042	2535301	0	15488262	90183616	6728596	257589059	0	3312396	8374787682	0	6759921483	18225173	766448567	32250557	32964733	849889030	160419327	15984598195	5339718044	2401862775	328426516	272542584	3510463	199605591	29563693	54008038	8596163548	3380511141	720214586	88422208	239366831	30164944	413030456	406380645	47382924	601904694	485288654	231585000	203253185	2388825558	178907296	172136784	22219932	256945887	192997486	94291658	88232075	1005731118	20805331	55634346	20322649	11941215	213324597	351497561	72584497	746110196	3844868	23212886	2470189	8204640	237217249	25413456	13008635	313371923	387488	2296573	157818	440972	17223200	29446502	7481347	57433900	3980028	12977801	3096729	7145046	70496087	6201710	3423415	107320816	620567979	670342462	95492423	886141482	1199324073	708989385	380501807	4561359611	135692833	58116356	11594644	179552767	5620244	1134154	386090754	0	0	0	0	0	0	0	386090754	0	0	0	0	0	0	10897108	0	0	0	13543613913	1445755165	6137970	37263328	1489156463	179476315	386072207	565548522	26490640	384543	7585910	1442668	0	0	0	9028578	136403678	15161291974	174803345	36376118	0	0	319458396	13224155517	823208	823208	-2	16064	893684	12912603277	522541508	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R
2018	25	MA	Massachusetts	-2	-2	9560688008	-2	4124002	687769604	1757830	0	11267311	208115050	38207165	470243661	0	34923358	10329326385	0	7099929013	35174616	739577301	93389104	27799971	895940992	770698	18325196390	6952067619	2995073124	186645128	863725980	221542628	305088442	10517569	39185185	11341785478	4255736777	1043042113	257006382	56841447	66741110	866357826	488874661	165628527	586270747	533548833	68920487	256903258	2966504339	372974640	210638181	43344127	151362251	133956526	17793758	66326788	996396271	79977587	33582002	41092096	10344824	484565303	563390580	66724894	1279677286	8468005	8522300	9216172	10368707	158092683	5884871	16634008	217186746	516834	301615	109238	297159	567472	4177707	170486	6140511	2525373	34723209	21892014	6525925	150477744	129555189	32232541	377931995	1330303431	776340353	281172936	764872454	1460641089	785544885	438821489	5837696637	294344261	77956978	12443897	101429889	195488	17000989	503176014	0	0	0	0	0	0	0	503176014	0	0	0	0	0	0	0	0	0	0	17682658129	286766184	154412561	70155946	511334691	242465781	527608101	770073882	66422509	25806	7978231	2579113	0	0	4102	10557344	241451983	18287856149	186434842	51635890	0	0	525198137	17157459992	911059	-2	911059	18832	964791	14748674246	765070484	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	26	MI	Michigan	5576741590	7214633	1199406	9820760	36623279	65122583	9090020	43160821	60441071	156626226	69177267	600386626	0	1410114	6528730992	22448412	12619414333	79074892	1527904136	100754745	43036694	1750770467	2356730076	20921364204	5259198377	3589951663	1018066890	252052	129994602	271397385	46404556	20315163	10159181530	3724104062	650588710	106816819	201351530	45700464	756195378	389398410	121439570	520929897	264501508	207239642	304840802	2564545207	491654971	245890375	75860819	346938753	195448786	142166835	221936002	1719896541	154488301	221978659	175514158	107641526	708262842	325444580	301643606	1994973672	10067733	47751179	4805193	12074216	382530223	75831706	26518350	559578600	1231755	10777700	543218	1165865	45187330	74497873	53900387	187304128	2108007	3994737	12239797	3915046	2625671	1703205	66927015	93513478	1414514390	909013360	389859537	991499438	1553369030	752385968	921865775	6932507498	120788820	71684788	136730333	297198239	17906513	5806499	632208679	0	0	0	0	0	0	0	632208679	0	0	0	0	0	0	0	0	0	0	17723897707	1080670242	150397070	144897525	1375964837	791793414	1511523100	2303316514	272985223	1500807	0	25775753	0	0	171018	25775753	548581617	19651910542	434773468	0	0	0	707700374	17016197333	1374514	1374514	-2	12380	1516398	16096158068	1571990072	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2018	27	MN	Minnesota	2502666632	-2	-2	-2	133921108	155366888	1488340	0	98762019	195998559	29583116	606807913	0	0	3569227687	245503418	9080532492	52756575	664353624	0	32031508	749141707	2406463038	13644405304	4996778020	1676801208	387835502	85447951	72691983	234732687	46849240	20433991	7402029359	2868118603	625494651	88680916	51277962	43917325	220968687	309577395	199545662	357889822	292651298	118945145	99627457	1599205466	74613694	125385386	67313968	87035371	111067806	40921363	38440993	544778581	32434984	75154046	119670949	6939194	288092574	470714860	95015416	1088022023	8784625	54348238	34792696	3335759	87442183	29417838	9162091	227283430	2054846	29571985	14114418	920673	4746322	22192423	2949858	76550525	770138	3788797	8674625	2094316	1615491	411451	29068900	46423718	337572128	568253862	429997900	457294462	780869352	660410657	271314857	3505713218	142736606	47446684	51955985	229278641	10100677	2200289	473618205	10067242	3257978	26728352	1495387	1704314	1444911	42993870	516612075	0	0	0	0	0	0	0	0	0	0	11424354652	1742815170	216554385	111160627	2070530182	395749817	804121028	1199870845	467433853	4734127	16240468	56638212	0	0	486887	72878680	468140782	14175623137	158931751	0	0	0	519922874	10904431778	825802	825802	-2	13205	884944	-1	-1	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	R	R	R
