SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR13	ARRASTE1	ARRATE5	ARRAE81Z	ARRATE10	ARRASTE6	ARRATLEIZ	ARRASTE4	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR13	IARRASTE1	IARRATE5	IARRAE81Z	IARRATE10	IARRASTE6	IARRATLEIZ	IARRASTE4
2014	13	GA	Georgia	5236182875	1983739857	138373119	-2	24171879	3687371	2643071	0	11707002	169709664	257006463	285569339	15401	2564739	8111683409	0	7918497451	30802282	1740996189	0	86428097	1858226568	749988391	17888407428	6483312636	2375341210	285104561	8643876	7561099	561404092	34810873	41039625	9754846000	4250286915	1203967844	169850221	211321561	87320092	531729109	492758448	87874630	692265927	382894374	375357297	203863206	2766742991	99139503	142765333	24646782	221137376	138361328	149067229	76342881	851460432	62454417	81388600	46118871	18944470	323709725	79623757	182673586	794913426	29423618	58566318	5735830	20293875	365728944	148646597	65587214	693982396	1596615	2691036	333577	2352069	21412588	66756110	19037930	114179925	9737749	20735936	32981734	15791184	1420038	656407	40778242	122101290	732484396	796214635	197357847	968432832	1212114409	753351287	569245129	5229200535	265750854	121306299	43618751	446556481	6999161	11201143	888433528	4989485	463549	6064293	23722506	617694	13952997	49192830	937626358	0	0	0	0	0	0	0	0	0	0	15921672893	1348066402	79418073	66454918	1493939393	215137432	702072086	917209518	25214418	83082	0	2246021	0	0	0	2246021	302563726	17599763460	390037833	111924975	0	0	958074025	14963598868	1670887	-2	1670887	8955	1723909	26573408	89500313	0	5155948	0	19725873	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2014	15	HI	Hawaii	-2	-2	-2	-2	0	0	2527559	0	0	23361931	1056515	26381603	0	1746763	55074371	0	2354599534	56779463	230208335	0	0	286987798	0	2696661703	880213904	324728112	59931508	6079053	0	99874044	8076322	15542221	1386368842	531560473	179810300	4871042	9277310	11579741	115525239	41926702	3757472	96838226	57233598	631255	26137893	342050385	47151263	16462780	1486470	39616846	23416928	255777	10517415	138907479	41888756	8439550	3458085	5774773	42123076	65251857	16732048	183668145	4128476	9045611	1029011	6916940	101214061	0	4664805	126998904	250465	384161	21331	769218	683831	0	467693	2576699	278862	2267298	204932	605865	3287315	10	407068	7051350	208972596	78141941	9935970	149752650	227274978	66138899	58459229	798676263	42740003	17896731	3631312	67225852	239681	49305	131543203	0	0	0	0	0	0	0	131543203	0	0	0	0	0	0	0	0	0	0	2316588308	161773355	0	301365	162074720	0	0	0	8703971	29455	0	5651238	0	0	203567	5651238	11427089	2504143961	28242863	22017334	0	0	78952965	2237635343	175246	-2	175246	12769	186825	12095476	22918745	0	261950	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	16	ID	Idaho	453418833	3589612	-2	-2	5166161	138278	1415576	0	1501529	23954552	3488715	45820788	0	793310	539149076	0	1397870703	11650858	227806717	0	6632890	246090465	253826643	2183110244	801329979	278524775	41160626	1073671	138278	40251776	8566347	241417	1162582244	636880769	109057421	8451836	43258393	-1	69427797	46534198	25446446	79995885	59551454	29851662	21540017	332347459	23876330	15108151	8322702	27386326	25404113	13438163	8371114	121906899	14341248	13543970	8572353	2159264	75158920	37493048	14024425	165293228	766291	13796546	2000998	777691	16046632	12964073	5012794	51365025	106170	10828290	584123	307945	9094739	3908872	2525021	27355160	0	4167	1786891	50459	6686299	635715	1201110	10364641	108411666	88987032	46129390	110369625	182847418	94382661	50149460	681277252	31555187	14689652	5477885	54211500	1300415	44606	105978830	6332	3422	70785	42408	221	1538	124485	106103315	0	0	0	0	0	0	0	0	0	0	1949962811	90516953	12078552	12367940	114963445	55295643	122350172	177645815	7123038	63156	0	204961	0	0	9450	204961	61741241	2109549004	57721345	0	0	0	92539659	1857423152	270279	270279	-2	6872	296476	1182445	2403308	0	473907	0	473907	0	R	R	R	R	A	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	17	IL	Illinois	15789880234	734105034	-2	-2	25381080	420649441	6481731	16347922	67371398	221016850	102544563	784542221	95651419	21729673	17848704203	0	7088669429	120560892	2141362418	0	40850993	2302774303	2122959341	27240147935	9801210097	5196495533	847597575	204458290	807242857	409798194	136634626	151917167	16611476856	6528516773	2048292103	195511145	1012875029	-1	1146688090	531433790	412654531	846231721	718277491	261554984	373265748	4290106355	554314540	282065063	254674153	445839287	436271437	156539042	253994587	2383698109	97237683	161578839	368788148	23374606	700714566	710564651	267252547	2329511040	19967433	75633437	15311040	17093895	552625992	93906415	62898591	837436803	3981589	55524270	5252242	3081527	216164590	56313957	70494925	410813100	1236745	8089216	23091771	2424614	3806834	1529102	25877825	66056107	1819444491	1058800345	1074519643	1334964123	2411696320	1224094194	983289298	9906808414	204524513	78056437	191205732	296783657	6452931	1106943	771677282	0	0	0	0	0	0	0	771677282	0	0	0	0	0	0	0	0	0	0	27289962552	1405329222	180951911	23371761	1609652894	881040872	1382102576	2263143448	139241775	702794	0	25332168	1284408	0	164507	26616576	759091630	29620241755	530921898	90311414	0	0	1094038628	26195923924	1858766	1858766	-2	14093	2065411	22931103	44072849	0	2860279	0	13824	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	A	R	R	R	R	R	R	R
2014	18	IN	Indiana	2665274122	751607	230167997	64886611	4297296	15363943	168862	1017448	10109378	185996889	67313421	994944299	59597979	0	4283508461	16898072	6764447277	13272503	883597187	537113	96686925	994093728	394935858	12058947538	3580342295	1833963486	86868947	6706867	2612719	185630423	48116511	3079242	5696591260	2589971569	427688799	80235959	16178388	77025051	299761885	193022206	96210007	388101407	320098651	245774691	89662383	1632631230	152169055	96886707	59460614	204059433	203978333	127322791	100064389	943941322	26565195	56405325	40493279	13327345	277580862	140497940	32555185	587425131	5267064	19727360	6298745	4571270	319378510	95568044	11509466	462320459	4127771	89234766	1045552	410222	17376175	67996284	25030221	205220991	265916	1459281	39568498	1454347	967779	1797312	12254149	57767282	484029115	367500879	242031143	611513802	1122004135	610960778	246045572	3684085424	152553932	43127443	26538841	236306019	11843131	2134376	460660611	0	0	0	0	0	0	0	460660611	0	0	0	0	0	0	0	0	0	0	9841337295	363690176	207752055	81635925	653078156	326356124	859205505	1185561629	118201385	705115	0	28487466	0	0	1334184	28487466	556607912	10908324234	255618603	0	0	0	572993050	9268344245	976479	-2	976479	9492	1047385	413718	1505989	66349	680671	1171629	1797	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	19	IA	Iowa	2019567031	188537755	-2	-2	6784498	259624503	2506003	1097048	8339115	110100460	9409735	129941000	12154337	1060376	2488400310	2891400	3253034039	13406793	434229636	8593239	15643306	471872974	635208523	6216198723	2266127625	754548403	93197326	28494114	263860113	107043463	48312860	4277543	3253688474	1376268130	307861179	81597697	270368862	28136727	214010866	153292667	74351243	218276263	163488055	85462573	79593688	988475355	68082760	46604668	29115847	77258979	66872420	23366452	32810377	344111503	19342922	31391467	29166171	6030206	111922578	49293977	32818316	279965637	3289912	30430520	2901645	3134402	137033517	42965116	13213480	232968592	754538	26710385	891977	942311	18557453	36666453	9704671	94227788	221965	743128	3337372	772725	397390	377982	1653430	7503992	304948425	262462450	138872278	305472575	479713960	201466100	160089291	1853025079	79544079	26703001	7029587	129032897	6121367	311571	242621135	3011119	632074	83151	1780404	23046	1367	5508115	248129250	0	0	0	0	0	0	0	0	0	0	5354842803	612097585	12984233	34252298	659334116	114659174	383535018	498194192	26121747	275943	6385595	1584963	0	0	15299	7970558	196212834	6197245527	82682965	4195548	0	0	228893922	5125948881	471430	-2	471430	10873	502964	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	20	KS	Kansas	1628207413	-2	-2	-2	5599709	213579631	477724	0	3686544	82327359	37180391	310846288	13254608	1304045	2082884081	119360385	3298508007	10236182	540618987	0	13602472	564457641	718445000	6065210114	2156471165	648768148	92257450	2920961	4915002	138280251	110018390	19631169	3058329144	1477348106	291665838	66572637	37176942	36728638	225244651	125438002	73526052	216795576	176291477	59208001	70643191	947146950	62490940	35969805	22830959	63865174	63034784	17980728	23307749	289480139	17273020	36202462	29578274	6949131	90147198	94072893	21679655	295902633	4842795	16740585	4422579	3327744	149263245	35085240	11531890	225214078	4133068	5144720	2451854	2351662	33970237	19119795	18362704	85534040	1075294	1278308	10404765	1227487	1925811	5565552	3168898	24646115	310926700	215629162	140762629	292165112	480662515	211912414	130331383	1782389915	77241689	28533834	9958316	124855535	4978153	2066043	242655417	0	0	0	0	0	0	0	242655417	0	0	0	0	0	0	0	0	0	0	5083374476	555646127	44745300	29285719	629677146	197448312	280529394	477977706	910835	101204	0	2914288	0	323323	32421	3237611	274695227	5917864276	89531252	18182733	0	0	247857821	4835516655	454681	-2	454681	10635	496440	26334	89787	0	77833	0	26334	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	21	KY	Kentucky	1756253279	446673473	-2	35526064	5199733	58936	14142	0	9348670	83396973	6001050	73164377	751067	4149	2416332977	0	3884562665	44760965	728880838	12188767	50418533	836249103	1177645635	7137144745	2568493065	910227965	57851188	2815829	1200185	101787481	43309269	9105747	3650281275	1825275140	381897198	20791808	65497359	23490880	213478674	231695729	41666830	262558526	197282535	199995833	85696090	1232374217	69322033	75760294	34815997	94503690	93653390	102930950	38215643	509201997	13144354	18526639	66731218	6181316	106189975	19289314	32915400	262978216	3176342	18769208	4627598	6666164	186916113	73835558	8075402	302066385	746150	16601461	1555176	2559606	7359054	38147917	13282267	80251631	643189	1098071	2952317	464699	912905	2173693	4180404	12425278	299764592	345849941	150793960	370374395	584954918	398225348	169082939	2319046093	123608053	63158191	13322484	188803375	6621272	540173	389432276	10553854	4339722	301411	1081424	86971	83397	16359808	405792084	0	0	0	0	0	0	0	0	0	0	6375119452	433861585	21863995	14625079	470350659	191536257	415750966	607287223	63579469	350170	1124086	11516831	0	0	366551	12640917	167474938	7052676361	173355825	47396925	0	5068	316124932	6058994520	622088	-2	622088	9740	677389	3773949	5864319	67152	1000158	357887	3450737	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	22	LA	Louisiana	1551822068	1741511200	-2	-2	16458007	1520461	76106	1360987	31315361	44056467	2649452	214770070	241966	1329316	3604230013	0	3794406803	61030133	1255144190	0	19008105	1335182428	954209485	8733819244	2711576745	1273091583	114752520	36779801	2852438	209578566	17600252	5367110	4351146325	1697409442	396214257	70799252	253533146	45135827	305605871	238906603	32078221	301479651	169975492	170014957	103775930	1321836725	129788845	103093280	18052546	136949472	96268615	116932068	45374620	646459446	22435890	38482617	136383086	17108088	273054736	123548791	59001318	670014526	7006580	16584198	2055970	6632385	194714279	44349299	14522953	285865664	376366	1283642	251192	771631	9728945	27731141	10564296	50707213	415724	860567	8627687	8023864	1240897	1673074	5758242	26600055	465252910	397927265	197197510	470193460	735254019	456518189	228433063	2950776416	139787274	82213067	35839201	159917172	3302479	1269558	419026272	115157	36519	120650	238174	0	9717	520217	419546489	0	0	0	0	0	0	22210311	0	0	0	7721469230	606204048	63081907	13029704	682315659	113376708	283886230	397262938	7200302	13972	5762776	7593317	0	0	107025	13356093	147842552	8496072225	211983271	81200624	0	0	357995209	7363474021	676421	-2	676421	10886	711491	7065348	11519525	491	85191	0	11519496	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2014	23	ME	Maine	779747367	-2	562861819	534283	4921451	42749047	58844	1403717	668711	32413438	1885347	29782617	56101	102158	1413032136	658615	1068152572	8668269	176176859	4027360	267900	189140388	44727884	2670983711	919464034	392419735	25390439	75450274	64280830	31142170	4772616	4349072	1448215724	629539787	104603478	11594939	24385359	6265572	101447430	59887601	35971713	88148482	73024720	43315551	15627835	417423332	39342466	26990455	14263854	35652613	28468795	18421960	6062436	169202579	21154661	29906556	23099451	5030396	83104231	40417735	5462982	208176012	1688301	9566367	1385079	1769844	69492781	19424259	693594	104020225	207791	11748452	204785	258928	5287274	3802902	315196	21825328	691559	1275367	2054846	1019710	1142565	3804425	1865481	11853953	164324417	127626346	76774943	131621045	255233092	125383930	29712328	910676101	31101977	12514666	3940510	33075448	1581452	1085667	81718268	119602	24049	136982	70878	8945	102002	453513	82171781	0	0	0	0	0	0	0	0	0	0	2441063606	44690897	2730984	4459077	51880958	51461136	114708993	166170129	5411965	59982	181792	22253578	20417	0	237146	22455787	35675530	2549297785	29472523	23776020	0	0	92685882	2348377724	163539	163539	-2	14360	183995	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	24	MD	Maryland	-2	-2	3363316168	3300542618	8177865	4117979	2277315	0	1338781	98177706	0	142013402	0	3233284	6919077139	0	6109971321	23760924	709713089	46951178	37855130	818280321	112667850	13847328781	4759013187	2189400055	212796289	260746068	4095099	213285340	24893432	21697976	7656938915	3092674425	649540403	96739397	159945650	43650769	359296703	393855958	51871207	562559542	446279981	208661614	183272106	2205797111	159867825	169165162	22167168	250266237	191294823	91101147	85036894	968899256	35702920	52770631	21020425	20409071	171526656	312399948	61295569	675125220	3809626	30692686	2254840	10726021	260830278	35729512	19013209	363056172	301885	1331674	508329	652750	11215094	21704282	7737376	43451390	1545006	9618539	2233668	5023001	70440355	3575566	8671667	101107802	560222080	656102976	99547308	848983872	1140372093	651467787	357289445	4313985561	119426109	54896550	10451286	157176514	5244282	1571474	343521933	0	0	0	0	0	0	0	343521933	0	0	0	0	0	0	5415088	0	0	0	12314446409	1029520784	1523005	64311841	1095355630	167791637	298995608	466787245	20044484	374298	3107374	3611218	0	0	0	6718592	139798248	13510528517	185449776	0	0	0	297315946	12017130463	815029	815029	-2	14744	866169	28510184	50645554	342554	0	0	1953619	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	25	MA	Massachusetts	-2	-2	8657853163	-2	2788086	442453505	558920	0	20086391	169118713	39541744	387524878	0	32137083	9309608978	0	6597169925	39685974	782608909	60571617	22762932	905629432	865052	16812408335	6247062762	2377754266	82050318	728542657	174993640	269369335	9488038	17417964	9722197302	3712919271	861378293	231810399	58859249	65228140	715724512	456478317	135973269	503352967	499579815	86778832	209378007	2607265719	272418747	173744574	32777012	121335650	120426112	20918454	50471574	792092123	83019944	22061689	36822624	6427943	412255644	454317710	56068484	1070974038	17355009	7299592	9662876	10034893	161311577	6693431	21512340	233869718	517577	322492	112504	306961	636625	2429326	175909	4501394	2345677	20112780	21881951	5811101	148201443	106017606	33321192	337691750	1090863889	679696952	237117732	646962554	1341774591	674726033	370751597	5041893348	133650934	32217199	25985759	201326921	198767	25747033	418927846	0	0	0	0	0	0	0	418927846	0	0	0	0	0	0	0	0	0	0	15183018496	376566783	230798996	59672740	667038519	248148445	519863854	768012299	50522706	23971	8917698	2545216	0	0	5439	11462914	304689345	15926260244	197724371	0	0	0	441868917	14741149579	912102	-2	912102	16162	955739	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	26	MI	Michigan	5033676699	6750653	500336	8495593	28241613	64091220	11639044	44487956	17395027	163150848	66683347	542042318	0	1785816	5880361294	18066214	11211637919	71641408	1550929868	114485630	36593133	1773650039	1796917208	18883715466	5331186417	3018939446	856182008	260146	119402438	261634218	41631546	18499273	9486701508	3803256848	674478545	105655849	204341844	52392721	728181763	360402483	117394660	511023548	296871244	206084069	275348996	2495306763	397896540	190522866	62186618	286248266	194266186	124355572	165721245	1421197293	122786702	198806841	161111844	100954994	616505064	257946194	295905052	1754016691	9990943	52968459	5224741	11307335	417563956	99709663	27153131	623918228	1006073	18894219	700462	1266796	25298733	57270729	67487459	171924471	1632990	4498346	12948248	3374612	3512551	1493751	78088697	105549195	1260488938	807198995	358866111	912908755	1528719001	689589249	842217121	6399988170	126365730	67297957	123563760	284416054	15528561	5242289	606885790	0	0	0	0	0	0	0	606885790	0	0	0	0	0	0	0	0	0	0	16493575468	574741049	68516191	105336880	748594120	858535456	1253133562	2111669018	243110959	1817947	0	38873052	0	0	269255	38873052	405024851	17755325379	473248970	0	0	0	744749638	15748825830	1412373	1412373	-2	11151	1548841	11374786	29614030	901407	2479036	0	48960	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	27	MN	Minnesota	1576468832	-2	-2	-2	118599072	154883740	2520600	0	66254768	185353439	29995241	585758484	0	0	2564950436	238889424	8090949594	45897010	624322729	0	25194730	695414469	1278410320	11590203923	4294902411	1412031606	320408747	53215143	86231482	199546626	69665185	22433155	6302537688	2514259319	530581659	72548300	44437200	48186685	171076658	246388798	163819253	302632933	256132030	106004478	84682461	1330736611	56611510	97874214	54503111	72150117	99029682	34035047	36089382	450293063	29136278	66340998	104819091	6830596	257790405	366572924	86640232	918130524	7386966	36562858	12602062	2785382	97631307	39340938	7449293	203758806	2095906	37978470	14657688	1031753	10489460	18121432	4823639	89198348	628997	6990394	6269111	1625322	1050443	393138	48404984	65362389	264840409	454157262	342012628	386024350	711633867	546346525	263266352	2968281393	125758442	40472264	46356549	209673360	9899593	1371342	423631957	12165610	3967293	11556529	550792	10642466	1067931	29308155	452940112	0	0	0	0	0	0	0	0	0	0	9723759193	751081847	96710218	68923147	916715212	340339065	918541888	1258880953	383443746	3509969	14560850	55892852	0	0	529981	70453702	349078907	11277817395	158649511	0	0	0	495117863	9228641330	800941	800941	-2	11522	850973	3037061	3037061	0	23163	0	3037061	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
