SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR13	ARRASTE1	ARRATE5	ARRAE81Z	ARRATE10	ARRASTE6	ARRATLEIZ	ARRASTE4	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR13	IARRASTE1	IARRATE5	IARRAE81Z	IARRATE10	IARRASTE6	IARRATLEIZ	IARRASTE4
2014	28	MS	Mississippi	1246580623	3300258	-2	18920778	4078935	4918514	919571	609235	8241771	47876767	55954598	134176043	0	477845	1520527189	527174	2244101113	32912683	621536338	0	10794593	665243614	194553605	4430399090	1567660722	527814541	62771730	8633190	2710605	108022702	40385495	11640510	2286543395	1040210180	215067913	73353092	50836258	25158753	139801027	100630400	71904139	179467031	91453410	84786173	55782444	723824624	44457071	32336432	23162186	57397319	39441577	37909008	18702760	253406353	13323232	42723983	30561091	4618016	282955966	31741620	19420210	425344118	2991012	16506949	3292722	2640138	34611509	50732703	6118085	116893118	790553	16113781	1476396	1048344	20993123	27294451	10062708	77779356	644430	3428000	4269778	363819	560257	458900	1473659	11198843	201216772	195625764	133189916	244486323	449022719	205628404	101497158	1530667056	69884851	36641191	8976326	137618839	5615204	377056	253498263	0	0	0	296817	0	0	296817	253795080	0	0	0	0	0	0	0	0	0	0	4071005531	90577638	10196837	4528967	105303442	55981656	215418397	271400053	17041918	265672	5708876	3441395	0	0	49220	9150271	138820751	4326596109	176612138	0	0	37237696	323157550	3747847981	456100	456100	-2	8217	492586	2367382	6084075	0	430207	0	21629	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	29	MO	Missouri	4809930474	612641203	-2	-2	21538084	86061048	721665	6320976	109929930	135168708	183741909	207553248	0	0	6081225221	40419751	3405276980	52425838	871065448	0	0	923491286	1046583011	10450413238	3745579127	1108451197	161269045	11721489	105493402	344921683	46150726	18565430	5390507971	2510303786	535944254	88382147	268813817	59131016	306000982	224119968	168352792	397797224	338864579	145845434	98003991	1678984970	88278584	60384908	52144465	111470732	116499440	47287235	37396499	513461863	17142479	72399287	75963750	13114063	202068216	217981679	59663691	658333165	8504210	54892502	14306688	11088174	284177584	65752412	16750070	455471640	272657	26661419	9621218	4683952	62921984	37284267	15860761	157306258	0	0	0	0	0	0	1919667	1919667	419926255	411796665	310767695	533470193	941609819	476866760	213733918	3308171305	105065923	37219566	117382943	167601176	6029581	0	427269608	0	0	0	0	0	0	0	427269608	0	0	0	0	0	0	0	0	0	0	9125948884	671100349	9671585	37390055	718161989	316224372	902214093	1218438465	176829536	2346175	0	32485291	0	0	147493	32485291	259041873	10265405933	175244026	47560238	0	0	563974630	8561974254	847838	847838	-2	10099	918288	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	A	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	30	MT	Montana	427343717	4471376	-2	-2	2006396	2081464	135738	522947	3018390	19213038	38505447	33710297	256016	392102	529052517	156590984	832535163	12037703	142625542	0	50393373	205056618	135223153	1723235282	614875775	190429958	56324729	716809	2489558	65997734	7177327	3901633	932246638	485357848	47869644	20086736	1749589	8256207	55249072	32750369	23840861	61753470	54574973	19785752	21420176	269374673	16638455	9719174	7065546	19900176	20684611	6295743	6740029	87043734	27719124	8570193	13537761	2626425	34084981	42894170	7350220	136782874	2812228	8978821	2047477	1913173	47976941	8255009	2477424	74461073	500558	331030	244712	107454	10411816	11702680	717782	24016032	576890	190965	2877932	550325	2097738	106044	538250	6938144	102995769	60209522	49369577	86743569	159419244	77336718	38526099	574600498	20621117	7281189	10368652	29477309	1338897	226601	67974868	1249735	516063	172253	161109	15241	15590	2114750	70089618	0	0	0	0	0	0	0	0	0	0	1576936754	82133307	10454699	945935	93533941	16477452	33079819	49557271	3978046	63640	71454	7841575	0	0	112591	7913029	44124362	1715085498	50444827	2648347	0	0	113601911	1463334843	133187	133187	-2	10987	144129	230977	866209	0	158700	0	866209	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	31	NE	Nebraska	2083325790	32492322	-2	-2	917896	77730495	102462	42796	4350677	65825939	80442053	51297732	0	863880	2319618751	18206164	1283369291	30879348	170978372	15491809	92409965	309759494	604906099	3930953700	1541815881	527389794	121033726	0	19910139	104815789	22414544	19069037	2314124227	971961792	234092754	428814	175297247	1360039	111024113	68971950	56637572	125940796	115513025	36085595	43945400	558118451	25957611	21425675	17375020	40921582	43793419	10889343	14126282	174488932	14825402	10512557	21886291	987031	126137271	60944408	35220577	270513537	7433112	15656679	3581019	76352	23997134	3604224	7147308	61495828	5451360	5280161	1708107	2618614	25626504	13611102	38773497	93069345	2591661	3649746	12457922	1718502	5414645	2469695	2407680	30709851	161831899	120216607	111937824	169644263	314855494	113993265	102847247	1095326599	48601669	14288094	14455931	74207471	865471	1333023	152886188	242951	24379	22254339	36742830	0	32774961	92039460	244925648	0	0	0	0	0	0	0	0	0	0	3654376474	137079297	17650498	38325750	193055545	96179827	139662985	235842812	1366227	15948	0	424089	0	0	0	424089	172341556	3965587643	80361222	0	0	0	228513452	3425863022	292297	292297	-2	11720	307677	585126	585126	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	A	A	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	32	NV	Nevada	1066442560	1211261634	-2	1629822	10245099	73757	704391	1980	7384414	25558554	1770971	52845804	225	1082548	2378926022	0	1560329991	21094489	364325944	1688819	15357331	402466583	442332513	4341722596	1415330659	565882059	45916637	1587035	865952	140619491	3768848	1594495	2170930376	1033629493	213736032	15000185	49193928	20985290	133207586	119436892	22452479	188851577	157874776	85172300	65785142	772780752	52071333	41441294	9279683	74073069	66771225	38796408	30538644	312971656	9847008	26169205	12581911	11493463	70378530	11999685	30274521	172744323	3079082	23272610	1528178	1442595	91764063	22513104	4861044	148460676	131620	2051998	127356	126215	2269868	25631319	1976634	32315010	1253147	2730239	719853	182625	2403356	87692	6517458	13894370	199458156	213050240	46562104	276043329	389191950	158569189	137976809	1420851777	40461747	15356224	7195690	80397249	1613323	3365329	146776239	3776	2727	28708	183202	0	362	218775	146995014	0	0	0	0	0	0	0	0	0	0	3738777167	90067235	20317114	522322	110906671	188575748	739016280	927592028	4763378	22215	0	17743883	0	0	21565	17743883	58580397	3909932060	101706990	10991541	0	0	152060319	3586716848	428067	-2	428067	8379	451831	874345	2266555	5985	82991	0	324407	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	33	NH	New Hampshire	1431477373	-2	259969239	-2	5960811	100588504	303309	318851	1848278	35497512	2223556	40456249	226893	381393	1778344613	0	1005103323	4683978	156580280	105012	742073	162111343	42768984	2945559279	1048181563	473539468	43850965	132436280	106989097	36019606	15989277	2804339	1736832221	663074230	159604499	20396689	11122644	-1	118036203	40123114	29524355	95940366	67650861	8886850	14942781	375104530	53220405	21507419	12689897	46311310	34393250	3381504	7929225	179433010	29369921	12688564	45807145	6411193	69220233	103433305	5726116	272656477	1863344	7623095	1599334	1766212	61078423	4550924	1637035	80118367	448810	7614634	503678	605943	3916367	1370613	3868652	18328697	1178603	727159	2101314	1265065	0	35719	940827	6248687	203668476	82669351	91722045	151694146	232342767	120288302	31175984	913561071	22454560	7149701	12481040	27399902	803139	346254	69831457	0	0	0	0	0	0	0	69831457	0	0	0	0	0	0	0	0	0	0	2720224749	46212163	4377922	1944472	52534557	41362251	94172003	135534254	379547	25953	155065	5543147	126460	0	100681	5824672	41570141	2814211272	37447626	0	0	0	82041100	2638183649	181193	181193	-2	14560	186310	570089	905979	0	271902	0	-1	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R
2014	34	NJ	New Jersey	14239701597	-2	-2	-2	21210357	828802524	4834881	225777300	1627187	230058808	308266952	257320789	2535000	1079232	15066634803	106024	11122160457	28977919	1126261502	0	19682436	1174921857	388609227	27363823141	9430180302	4050773599	584199866	632284065	852432805	484849033	47413388	108584457	15290871322	6244276956	1838508164	98645307	713459367	88127366	1622332144	485549120	209173081	823675543	909377451	225906180	335591842	4611605361	643590770	221125219	83212911	334015463	385805317	96596806	135002765	1899349251	269586292	61435477	208490088	26139869	716015642	963960779	85593952	2331222099	25982575	37135462	8519299	19210989	562757647	16147136	15731589	685484697	2009648	2279739	2248520	1752005	27837982	17527421	29721387	83376702	4998080	4869257	28305917	6843127	9153950	6709210	11942193	72821734	2566489861	810114535	537701296	1209884991	2583110007	1309320111	583862341	9600483142	192130524	39726053	55200707	268773820	7548699	14586651	570417755	56793774	13838077	69190385	117335361	16144423	14991250	272148847	842566602	0	0	0	0	0	0	0	0	0	0	25733921066	680012955	31829315	10108815	721951085	592262974	784687911	1376950885	8939367	0	86601539	58463835	0	0	757011	145065374	197178353	26765117115	300468751	0	0	0	868453981	24865467085	1334583	1334583	-2	18632	1370295	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	35	NM	New Mexico	515611551	-2	-2	1571963	3327895	0	0	0	12890807	24073093	24074629	43412533	0	830072	625792543	2046983	2645457418	136588091	359299459	5264	10345697	506238511	356613109	3779535455	1229082971	420623733	64765143	0	0	109585137	2566472	171558	1824228542	815639008	237825060	19862262	53569129	10986399	187935099	48249424	29305138	136433076	104681743	23458341	57001104	587063925	65104484	17660803	9248655	47598267	40779162	9480636	20050029	209922036	58369422	9548374	29893785	6648004	110253944	64968376	10818530	290500435	8412560	12068729	1927593	3611812	78957076	8456659	5628502	119062931	475910	294549	52798	51535	1057527	13151276	250505	15334100	662199	68142	255109	83612	431099	127988	4681931	6310080	320483764	87595472	70630280	194374771	335103024	106492000	98180096	1212859407	41295668	17213470	21592372	70325710	1179841	184372	150611592	735247	220574	612915	573444	0	0	2142180	152753772	0	0	0	0	0	0	0	0	0	0	3189841721	501402880	13078656	1177873	515659409	88235	572500	660735	3117253	0	0	0	0	0	0	0	33336942	3727698796	91829576	24466995	0	0	168602260	3021239461	334150	334150	-2	9042	339244	502638	525999	1325	30449	0	487940	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	36	NY	New York	17779129824	309311639	11886814161	-2	37184761	339015318	0	4406538	45598038	267331414	17762034	1909303592	136058	2836878	32255408399	354395131	24927367453	45699281	3211060863	0	67091412	3323851556	733155567	60861022539	23257979639	12447964699	1555632900	650215228	271689784	680979765	99920697	3865622	38596637853	14932182526	5556225262	763772177	336472875	239968656	1034794012	703129072	321604144	1354479440	2004507938	518168152	653346623	6590029381	529569967	419153165	183889148	686191233	1011551553	225922819	338284609	3394562494	170368301	132854455	330525977	20580893	1600190829	1921853057	544409537	4720783049	10351561	162692153	5450577	11307296	188257709	121975181	43758769	543793246	1019802	118267836	1086095	1300772	56076988	35220647	7645137	220617277	177536	94719	100806144	7722953	2535849	88768	28110381	139536350	1745261377	1417923564	942275990	2080281815	4807043878	2788007977	1607909919	15388704520	405873807	87347336	140201494	432380013	13548072	29516913	1095319563	0	0	0	0	0	0	0	1095319563	0	0	0	0	0	0	0	0	0	0	55080661936	1280722038	89550445	135754595	1506027078	1048938708	2726636275	3775574983	96843258	970342	460293867	242328120	0	1342099294	8297825	2044721281	568659253	59071607766	985155937	49056225	0	0	1359463307	53721198629	2498180	2498180	-2	21504	2732770	170589410	213022238	962876	6889	1715	12433246	1327415	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2014	37	NC	North Carolina	-2	-2	2823683992	96399768	5118207	0	0	0	5660307	200898505	0	241947073	0	0	3373707852	0	8153921738	149057079	1442344358	0	4391883	1595793320	311920507	13123422910	5345590450	1801460292	237655169	0	3239961	401262740	44378446	0	7785968651	2879449376	444438752	244363497	352344935	6582393	413787299	294600862	78443515	597847153	341810776	283212941	174427582	2184130128	133320731	95803825	25982665	193596091	136184401	97701901	70101621	752691235	48605460	36068645	79999291	15576063	287159979	90115540	122475908	680000886	6967764	23451279	5949240	8006454	340819610	102107028	48404659	535706034	44389	4768343	290704	1939299	10782012	27476280	8906529	54207556	493	0	24339025	1047429	742097	148418	1028532	27305994	602681747	449924611	214713736	816073190	1106716863	573285828	416438302	4179834277	238527869	95913601	29796735	324409928	15032048	31010018	719658151	0	0	0	0	0	0	0	719658151	0	0	0	0	0	0	0	0	0	0	12685461079	379140830	21813502	36939045	437893377	8714055	35745832	44459887	64715956	99679	0	686421	0	0	0	686421	172470276	13302474562	427135611	154545782	840368	261254	788799727	11896661352	1417740	1417740	-2	8391	1530857	38550559	62813324	0	3382431	0	19140194	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	38	ND	North Dakota	307629934	7994975	-2	3327375	682969	33939880	207936	536150	2702602	30057903	30441905	41376894	0	164773	424587266	32101057	889073549	31521057	118451740	5989389	208979	156171165	263795426	1501933037	502130276	170466147	18122084	1021431	48359908	28531130	11038761	4680441	724951509	353082368	91978149	26096159	30973600	-1	33466559	24162008	29032496	46363201	40001263	17701285	20689871	211416683	11040593	8537124	11579277	15981610	12477151	3747095	6787626	70150476	5524209	4645441	9728080	1028079	27878052	21364042	6376356	76544259	1269802	4852711	1797400	551636	35598734	11942956	2318378	58331617	157450	6492510	2494896	156524	9906851	11037257	5890227	36135715	156403	655010	3553056	323070	913876	319675	531985	6453075	51457566	42852294	55690309	64247596	116869076	55075053	36704216	422896110	21532520	5363864	1785344	36353211	1017676	682260	65717199	4597349	871437	7683784	17646183	1416189	6304641	37103394	102820593	0	0	0	0	0	0	0	0	0	0	1250668212	178047244	7751307	4400796	190199347	21911421	38129750	60041171	2770262	94912	0	2441075	0	0	25234	2441075	61880590	1495807383	36788801	0	0	0	98344287	1152323925	99380	-2	99380	11595	103947	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	39	OH	Ohio	9205335285	432438084	-2	-2	99972910	847701644	7068598	779580	31322820	236004047	263575209	734019899	9616485	14613782	11033967119	166879062	10406755354	75182757	1775937092	27869817	7651530	1886641196	1407392212	23494242731	7337894083	2665555044	692420988	281454269	642556439	438661222	159848905	150754873	11566740479	4711841124	1349987076	287817957	-1	116562028	756424972	426310103	295669666	649333611	604645357	392810169	290967183	3416161061	273623424	168322077	108770244	274125271	278366353	201395409	124976464	1429579242	241728008	173033920	160715370	115592093	762373787	214645810	253057847	1921146835	18559921	41831628	7872350	16504130	111927274	154837674	23134401	374667378	3938975	38961534	2554211	3457086	64556914	77896081	23005521	214370322	13863013	8775245	37934977	31611336	3304774	2074512	245111029	342674886	1304199338	818272973	610962607	1087166441	1760617545	965763574	937246924	7484229402	212173310	108901565	74735322	263207274	7663167	2557811	661575282	84774	8959	242321	1162403	7079	105285	1603742	663179024	0	0	0	0	0	0	0	0	0	0	19714148905	1115984968	6685864	48952410	1171623242	578075310	848004266	1426079576	184162705	14736827	129127552	78996057	0	6945674	16023329	215069283	468287903	21697653764	614330349	16195974	63724	31895	1261472973	18452675932	1583866	-2	1583866	11650	1724111	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	40	OK	Oklahoma	1702606323	-2	-2	80939291	20119176	2004148	2581312	0	6803000	74601846	178047952	156347433	313363	1124463	2223484159	140861802	3007448471	71023374	569926003	14871250	52946211	708766838	667822600	6080561270	2102580502	662910251	60316284	1856597	6475965	168888422	12383875	10218495	3006770551	1223691281	185274049	44095597	193420552	47264338	195902432	114643297	93730403	223996331	162068536	83291142	76883397	950515538	60639003	38774776	28261235	69343718	56934784	27042997	24093584	305090097	47083768	52670826	32752019	1875204	215726560	27152374	38109884	415370635	46796049	23356945	2187656	4603927	163151146	46257466	27985803	314338992	1319108	2930186	155383	253651	27084935	31214489	9973349	72931101	17625123	5342256	11849364	439525	2366097	620408	24149227	62392000	368046375	234788100	168780677	300258705	600247123	184364387	191221895	2047707262	103832482	38518626	34808211	162850790	4133288	779924	340790033	0	0	82513	55564535	9013	132838	55779886	396569919	0	0	0	0	0	0	0	0	0	0	5451047732	406879051	188436826	3066379	598382256	55446972	487432348	542879320	5496288	14305	14961706	5161570	0	0	14825	20123276	280989612	6164535959	123023138	30608799	0	0	430420049	5020627683	639376	639376	-2	7852	681848	1866065	2566927	0	26699	0	2479355	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2014	41	OR	Oregon	2180532958	2045892	6027582	-2	15240359	6821902	1471131	658013	13476971	40802987	93689324	232222163	316986	477922	2586304275	100655592	3393142873	19311866	486328098	9060653	28115985	542816602	402018983	6622919342	1897876834	1083270405	112831691	23931386	172216815	150453522	4108011	13630204	3281994042	1223316379	188514102	30159969	124464630	16365549	229113868	101588965	34325154	223046111	146792243	72699882	146616587	954182810	127731019	58421771	16896642	125676122	93515073	53209623	101164318	576614568	29841481	28005158	16548703	7256890	177564783	116005218	55430343	430652576	6062460	13798561	1844130	5900826	33448228	23401785	46037359	130493349	779449	811168	24556	124694	6832773	10930752	6877873	26381265	4968832	2371347	7261827	2022317	16094212	3096129	21332932	57147596	397717660	204185802	76876456	363902266	467414539	268412637	370581539	2149090899	48344498	34544895	49053196	79565351	1384814	2036147	213544087	741912	217975	526076	1309873	0	44666	2840502	216384589	0	0	0	0	0	0	0	0	0	0	5647469530	253960666	20947647	3928145	278836458	298315675	464964275	763279950	25233725	46462	0	978978	0	0	0	978978	56796344	5984439243	120414311	35232272	0	0	307645292	5339824238	525879	525879	-2	10154	567098	0	0	0	0	0	0	0	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
