SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR14	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR14
2015	28	MS	Mississippi	1301457811	4338269	-2	15310178	4333991	4744733	877578	534055	5702435	44457164	57453847	118329009	0	547341	1552807623	362636	2324854821	32234509	631198971	0	8951665	672385145	170120579	4550410225	1624327777	541000896	64755744	9753546	3046603	106372974	42699051	10909484	2357120421	1083686398	224216069	77058757	50846714	23247735	147984180	101180470	75944132	184024081	93673525	87102776	57674757	747583921	46515661	32282573	24255697	58575482	39920710	38175896	19345755	259071774	14816644	41438154	29669179	4557700	266972082	31629574	20014361	409097694	3023547	15594667	3508701	2602755	34316645	41600798	5979638	106626751	576443	15022095	1651862	942023	15189116	25134794	9000684	67517017	544255	3344006	4321715	417146	693690	421012	1562774	11304598	212884287	193839870	137699424	250177164	435576652	198930056	104577285	1533684738	70108223	36694746	9164674	138194111	6086707	364327	254526081	0	0	0	300648	0	0	300648	254826729	0	0	0	0	0	0	0	0	0	0	4145631888	64107024	5061893	2738763	71907680	55235260	220284447	275519707	15899668	176790	7062951	3171584	0	0	23622	10234535	124303843	4360176958	181668151	0	0	34615998	323954070	3821677818	454100	454100	-2	8416	490917	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	29	MO	Missouri	4983066609	637139433	-2	-2	17666473	79906046	732760	6746130	96098148	130147354	189590158	298768188	0	0	6353209123	38145090	3555885101	53338250	926448538	0	0	979786788	994292780	10927026102	3826041872	1146421906	172822099	11111253	100001274	366253200	54602589	19522818	5542173148	2554416166	546542962	91895657	273956450	69538092	311206256	223960312	174924102	409471827	342212598	150071103	100625678	1712471876	90889556	62891087	54184835	115059313	120014490	48580184	40572107	532191572	15673896	76233855	90546142	13837222	208203988	224644555	70629924	699769582	8581028	62825708	15444022	10848887	285464790	57187489	19353169	459705093	411535	30042281	8449200	2381642	63798476	33326663	9554488	147964285	0	0	0	0	0	0	705105	705105	426350736	425910962	335099101	549217249	955895866	480483331	231885983	3404843228	106130535	38500067	128993584	169420269	5751625	0	443044455	0	0	0	0	0	0	0	443044455	0	0	0	0	0	0	0	0	0	0	9390060831	633908208	4967181	38431020	677306409	318855094	943038106	1261893200	202132068	2088985	0	30268455	0	0	285092	30268455	254090777	10510460339	181470036	39600702	0	0	559207483	8830853348	847524	847524	-2	10420	917785	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	A	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2015	30	MT	Montana	454161392	4483055	-2	-2	2064951	1645596	80146	535666	6629713	18242792	39858410	36766053	283563	472817	563042892	158958548	863888506	11563188	143989411	0	63852564	219405163	30609984	1805295109	625968012	188777320	56859458	917508	2438915	65514723	6685329	4005433	942042454	492139903	48989675	19462628	1732264	8858649	58427773	33356320	25132620	63415001	55167479	20274609	23368483	279142285	17541444	9569885	8108652	19430432	20875385	6422295	6979349	88927442	27255127	8309906	14149270	2648643	36960682	43184439	7488142	139996209	2821450	8809189	2046835	1902942	46022947	6836905	3365648	71805916	271844	343081	113038	277432	11543820	10442868	1325300	24317383	247298	194148	2693051	373835	1536891	84020	530561	5659804	106293092	60239448	52130428	87770853	160563384	76802268	41732183	585531656	21371228	7528409	10442758	31639359	624015	187125	71168879	1310630	504001	282312	201229	22672	55916	2354088	73522967	0	0	0	0	0	0	0	0	0	0	1601097077	129713039	10528807	1822032	142063878	20506231	37291019	57797250	3655568	44099	89557	7134643	0	0	81476	7224200	44125813	1785815697	48735830	3389353	0	0	113127862	1487969215	133438	133438	-2	11151	144532	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	31	NE	Nebraska	2212732868	32434211	-2	-2	1368758	76458656	110350	146159	5278430	65959075	85993844	51867446	0	855822	2456600804	17798449	1350594570	35547779	197923382	12661941	97222509	343355611	869551369	4168349434	1588319993	574864814	128546286	0	19388743	118078776	22914386	20701460	2430511329	993763516	241407064	356271	186142778	3496255	117166347	72476333	58200249	131340895	118847248	38116186	41138232	577285490	27537815	21691423	18510438	43302653	44711396	11540314	12216231	179510270	15005468	10935277	22312118	1042426	124802065	60705321	36518596	271321271	5804536	14817524	4091624	67313	26278324	2853375	6919729	60832425	2987080	7270916	1706997	3104271	32477121	15588579	42213131	105348095	3087923	4089271	11764450	1722582	4836243	1954975	2668419	30123863	168602089	124009828	114878879	177475869	319475276	115170171	99461207	1119073319	49539424	14663073	15771983	73689668	3094126	4246087	157910235	250534	24875	26213255	36583389	0	35303952	98376005	256286240	0	0	0	0	0	0	0	0	0	0	3805870888	240639078	27496987	51353936	319490001	89331567	217600442	306932009	1661387	21496	0	413793	0	0	0	413793	210229026	4258814172	79343739	0	0	0	233631588	3572239300	296753	296753	-2	12038	312635	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	A	A	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	R
2015	32	NV	Nevada	1107439023	1275674139	-2	1676142	6758212	121705	772355	0	6943563	24358494	2109935	56934960	2721	1284829	2483954373	0	1621777570	25006687	372700357	2072725	16613584	416393353	630524381	4522125296	1480410486	583389302	42110430	1822088	1471178	145680324	3510787	2453886	2255866516	1067114416	220697216	15164675	66121802	15728503	137219537	122893894	24380498	198681991	156925218	86074526	69526825	795702489	53252984	42322407	9846218	77315524	65614800	38938619	30719338	318009890	9387106	27841228	15354969	13821788	75821954	12735463	34115217	189077725	3300078	30827116	1824344	1606120	95130526	18886166	5126699	156701049	138996	2708794	75373	158065	4693141	32884316	1756801	42415486	931264	3244517	620805	174799	2033993	55953	7806025	14867356	204090969	227129162	52026834	291600222	395526491	156690727	147294104	1474358509	40953991	14851920	8777705	82141196	1779129	3307119	150031931	10607	3418	41999	158697	0	100	214821	150246752	0	0	0	0	0	0	0	0	0	0	3880471777	118483509	20231828	981435	139696772	169769310	901542713	1071312023	4314829	0	0	18566797	0	0	264428	18566797	69183093	4091020005	108156544	13716701	0	0	157159791	3723311986	434102	-2	434102	8577	459189	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	33	NH	New Hampshire	1468736697	-2	271232273	-2	5858501	102352084	277120	293499	1615444	35405569	2473188	39640765	224629	427934	1825892120	0	1000374108	4837049	160747346	136617	513998	166235010	98811496	2992501238	1060632966	472499577	47213369	136392073	107844766	36592448	16741846	3022836	1756353269	676775893	159569298	20432669	11394325	-1	122061773	42112148	31025597	98199531	68678697	9061704	15371782	386511232	54404568	21926808	13141821	45869263	33062781	3285102	8172457	179862800	30276059	13461360	49345645	6267962	73633516	106522854	7339787	286847183	1948702	7905975	1501048	1790485	60329919	3884408	1719667	79080204	631581	9793391	417991	596509	4805288	1301367	3422289	20968416	945893	840644	1896090	1317831	0	74464	1003851	6078773	209636995	86246935	96910201	153445072	235704913	122828532	33607544	938380192	22480609	6928235	13104074	26884344	659011	102559	69499821	0	0	0	0	0	0	0	69499821	0	0	0	0	0	0	0	0	0	0	2764233282	83938993	1936802	1047917	86923712	41185252	94358445	135543697	499391	15903	330163	5580856	23906	0	178756	5934925	41548651	2896155242	39988589	0	0	0	84655530	2679577752	179730	179730	-2	14909	184670	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	34	NJ	New Jersey	14566158908	-2	-2	-2	22718092	844170879	4560249	244609096	2508762	227933281	314316991	264667600	31661	1149048	15404044592	124877	11989909671	36974367	1130286089	0	23780395	1191040851	1009988006	28585119991	9543271014	4256869742	601927921	649826111	867784551	478059273	45177178	109942318	15639896379	6203049988	1524745408	94697867	700475737	68060795	1652658312	492459448	190048793	852151427	918746261	229766605	347502177	4683333023	677851935	232896686	87642700	351796574	406343429	101739079	142189556	2000459959	298563949	68482312	215049908	44486256	709547312	993842272	98803230	2428775239	27188917	40993015	7911306	19736025	543850022	38185055	13017615	690881955	2303901	1457661	1992740	1446237	28232063	17689127	21480003	74601732	4891517	4434560	29118809	7699034	8491508	5987036	13051093	73673557	2661154630	839266021	529771516	1275869316	2586978532	1369520047	614563671	9877123733	187394379	44753486	52145095	280308922	7604591	15345727	579947609	59844491	14581399	72906994	123638111	17011632	15796515	286767510	866715119	0	0	0	0	0	0	0	0	0	0	26383735231	1075048916	30964369	8083503	1114096788	620797450	800193103	1420990553	11190031	0	94493052	51647570	0	0	535221	146140622	183978226	27800093026	292555649	0	0	0	863264971	25520470260	1347085	1347085	-2	18945	1400579	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	35	NM	New Mexico	531990011	-2	-2	1242863	3444869	0	0	0	13550436	24939171	24747348	54210121	0	1195868	655320687	2527096	2771343117	162382935	384477104	10777	10719159	557589975	321357940	3986780875	1278414832	440844736	66079717	0	0	104541256	2660251	313151	1890193692	847109283	244296743	20432853	54858348	7329447	194793391	51167647	30784484	141291999	108233752	24031413	60410137	610712823	68474804	18882286	9738590	49474281	42185852	9743606	21171603	219671022	63372617	9013506	30621347	7119180	112399821	65124404	12966944	300617819	7084683	12653905	2244076	3550277	79821785	9522032	5866612	120743370	157237	77337	41935	16144	280549	11316222	139346	12028770	740330	43568	285559	33250	418885	126285	4937512	6585389	334465825	91760912	73674056	201468987	343060095	108547740	105352808	1258330423	42455340	17356604	23435630	75421475	3593030	166540	158835589	825479	247644	614576	574330	0	0	2262029	161097618	0	0	0	0	0	0	0	0	0	0	3309621733	517823979	4448792	907897	523180668	168209	500000	668209	2926949	0	0	0	0	0	0	0	23638740	3854011401	88342802	18048151	0	0	160718209	3148903524	334609	334609	-2	9411	340365	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	36	NY	New York	18681610344	304799621	11930595163	-2	38835274	351327878	0	5903706	32209989	252167258	17498333	2838513775	199511	3247255	34099676523	343035174	25938519917	59556187	2702831896	0	69422217	2831810300	1928987264	63213041914	23422021418	13181503263	1954044949	687919243	286389820	691049529	118317191	4607343	39941145745	12366562055	5435581682	768967796	347155761	222454853	1059455848	728309318	326366893	1388887473	2038056354	527896035	659759271	6728731192	557743380	451009877	194729333	722413680	1064488325	238284519	355183153	3583852267	176967920	134946140	340756894	20361200	1579441248	1985233860	568719794	4806427056	10872863	172500866	5656501	11650583	194227024	103133374	44806942	542848153	908054	127269726	1312058	1545456	75211007	39412826	8214239	253873366	215192	114413	76913249	9305102	2133058	107299	26443186	115231499	1805255203	1486880614	944422870	2152618038	4878346009	2854655087	1654912346	15777090167	434331189	85916492	117441658	447571910	14466612	58512432	1143773681	0	0	0	0	0	0	0	1143773681	0	0	0	0	0	0	0	0	0	0	56862009593	1392014654	31022728	151085427	1574122809	1033535524	3974070903	5007606427	96374318	985801	462870375	218438055	0	1698779531	13431201	2380087961	583182326	61313668852	977710972	56179998	0	0	1345838601	55516170992	2497078	2497078	-2	22232	2741185	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R
2015	37	NC	North Carolina	-2	-2	2952875098	78137184	5158507	0	0	0	6561971	169246440	0	263214654	0	0	3475193854	0	8543954153	193766500	1463648378	0	5407929	1662822807	458638192	13681970814	5685088966	1878685026	265189996	0	3487391	390050713	33264751	0	8219014701	3094572049	478433669	261693168	379422986	2777974	439267023	305825535	80123998	608919996	345628840	286935297	177651737	2244352426	140665844	98290645	25989057	196766121	135594121	97839446	68933456	764078690	49916314	34315066	88486654	12731515	295361300	101534951	137539507	719885307	6784065	18315370	5425923	7698326	336759875	78977105	50794865	504755529	60998	3214093	430418	1983903	10873561	52149470	11285588	79998031	0	0	27931779	905941	268719	787639	1280112	31174190	636633246	456746616	227957411	827021899	1113612855	566074438	436199677	4264246142	239159620	94315203	30688965	329788135	11509057	33626596	727578519	0	0	0	0	0	0	0	727578519	0	0	0	0	0	0	0	0	0	0	13210839362	497117388	33390043	38339648	568847079	13932731	38837190	52769921	61894126	88646	0	482700	0	0	0	482700	196590176	13966923752	450277352	119283168	812411	190448	744968326	12465871036	1428903	1428903	-2	8724	1548895	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	38	ND	North Dakota	342858818	5828738	-2	6910269	771340	31677272	251058	398835	2675219	31326966	31788090	41604495	0	141978	464156971	28817375	926791942	34128952	117734987	6508548	275006	158647493	171766746	1578413781	555688588	204526278	23075575	932628	49537860	28840311	11548440	4299463	817362843	373120021	99572332	26869164	56127071	-1	35064016	26244687	30355423	49230136	42669981	19247901	23348559	226160703	12451986	10316394	13268015	18552527	13780035	4225646	8337212	80931815	5787658	5377225	10575899	900688	31315493	21627458	6978765	82563186	1261077	4569693	1622334	604773	35142746	10278092	2426082	55904797	353749	5693281	1181617	240768	10459779	9704613	6070085	33703892	157378	808913	2936385	344058	1290482	364428	636524	6538168	54722115	47316912	58758056	69632182	124198737	55743525	41727142	452098669	22955136	6092375	1920945	36625052	1126155	806798	68400306	4700673	990393	8362347	17864633	1482780	6157912	38075958	106476264	0	0	0	0	0	0	0	0	0	0	1375937776	218225544	17399075	1249744	236874363	22951181	45956686	68907867	4963720	59435	0	2627309	0	0	24928	2627309	66594449	1668348798	36413682	0	0	0	100693114	1275244662	101334	-2	101334	12585	106586	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	39	OH	Ohio	9469576751	443644433	-2	-2	102311472	869801076	7183246	689231	41568302	234951111	265809827	761954405	9080563	10573438	11346653548	139789537	11179287141	76999487	1728067270	38249933	7219331	1850536021	2241376288	24516266247	7488983477	2725876361	711777616	296098587	691524237	449801500	222114406	152332532	11824870073	4792489241	1377216833	286413232	-1	121529063	779325984	430179456	307461845	669144032	614116025	399377066	304558874	3504163282	286717279	167778953	113902690	285597986	280536727	206164989	135737086	1476435710	247930800	187777111	160553013	162800043	788470390	235045652	260722350	2043299359	20141125	50768649	7916993	17009342	115118079	134610727	23473520	369038435	3535873	46901900	3788208	3662124	76282542	72890522	30698115	237759284	14282994	10482474	42474896	25416663	4600993	2020685	242168095	341446800	1348398182	846986643	632309437	1159968066	1802842214	977219119	966659925	7734383586	215487809	110272074	78071143	264614982	8093951	2398544	670844552	77751	19740	190517	940074	7476	96844	1324926	672169478	0	0	0	0	0	0	0	0	0	0	20231423137	1199571710	14226485	62839163	1276637358	755006763	799105552	1554112315	205357808	19726341	141206308	76841949	0	6668801	20991791	224717058	585758897	22446828610	610188063	23058020	3672	34	1263159446	18968263691	1646831	-2	1646831	11518	1724810	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	40	OK	Oklahoma	1804709689	-2	-2	68352017	21623144	1672406	2682421	0	8332985	72385759	180346523	143029034	315259	1050878	2302827709	150264038	3090488121	74864761	574206854	18301419	50216685	717589719	675546683	6261169587	2141679943	679060168	65285832	2077073	6238127	164994457	12496200	10110578	3063208051	1238839879	188883431	43996631	185814295	36361300	198997282	114988529	94558294	228297717	162572572	85179644	81083279	965677317	62372010	37924728	28137122	71930039	56915249	28358734	24885575	310523457	49203879	53159388	32668851	2296758	209741551	28127214	54606268	429803909	49190090	20014850	2284443	4293533	161622178	38681972	29915667	306002733	1025897	2696265	232355	118080	27169382	37351253	7788674	76381906	18234390	6073521	6944687	592449	4786438	1304897	38313504	76249886	377997651	232161016	164593397	307410496	595637988	181652461	228804293	2088257302	104896746	40666846	39282962	165982439	3919412	798551	351627544	0	0	162174	56648876	6389	143099	56954149	408581693	0	0	0	0	0	0	0	0	0	0	5560047046	385540009	182766127	3317194	571623330	50879930	517124231	568004161	5501453	0	15607950	5531382	0	0	182410	21139332	279069638	6251297478	126502497	26473377	0	0	431379858	5128667188	644034	644034	-2	7963	688511	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	41	OR	Oregon	2295817294	1897499	3394925	-2	15906620	6786787	1508935	549772	18884004	38513470	93956422	235825504	136015	445773	2706286461	128104414	3678009561	20758907	506567441	9194223	28565071	565085642	1891998486	7077486078	2010753032	1128279803	122513995	24415702	188718912	178333562	5926911	15729166	3480025260	1293216687	196193466	33132212	131694475	26606833	245520794	114859621	36617292	235695566	153463904	76236430	150998893	1013392500	134561476	64604915	18155671	131791992	97029709	54090581	100325966	600560310	35395909	35498134	17700470	7489161	174409945	117623567	61739828	449857014	8463043	19085136	2182201	6373449	36408885	20079132	53580277	146172123	1764400	662091	45821	140774	6617643	21987290	11421474	42639493	5205167	3035115	7554582	1893316	15966900	3353234	23167153	60175467	429146389	237082921	82210216	383243484	477279343	271382944	389812117	2270157414	50430829	35530997	50667759	76734088	1992590	2422492	215786165	962185	314293	745654	1273226	0	56324	3351682	219137847	0	0	0	0	0	0	0	0	0	0	5969320521	415434707	6521035	4941256	426896998	342939676	966599523	1309539199	29628242	37760	0	706300	0	0	0	706300	62059045	6477148815	150686963	11562443	0	0	312716641	5656603880	525668	525668	-2	10761	570857	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A
