SURVYEAR	FIPS	STABR	STNAME	R1A	R1B	R1C	R1D	R1E	R1F	R1G	R1H	R1I	R1J	R1K	R1L	R1M	R1N	STR1	R2	R3	R4A	R4B	R4C	R4D	STR4	R5	TR	E11	E12	E13	E14	E15	E16	E17	E18	STE1	E11A	E11B	E11C	E11D	E2	E212	E213	E214	E215	E216	E217	E218	TE21	E222	E223	E224	E225	E226	E227	E228	TE22	E232	E233	E234	E235	E236	E237	E238	TE23	E242	E243	E244	E245	E246	E247	E248	TE24	E252	E253	E254	E255	E256	E257	E258	TE25	E262	E263	E264	E265	E266	E267	E268	TE26	STE22	STE23	STE24	STE25	STE26	STE27	STE28	STE2T	E3A11	E3A12	E3A13	E3A14	E3A2	E3A16	E3A1	E3B11	E3B12	E3B13	E3B14	E3B2	E3B16	E3B1	STE3	E4A1	E4A2	E4B1	E4B2	E4C1	E4C2	E4D	E4E1	E4E2	STE4	TE5	E61	E62	E63	STE6	E7A1	E7A2	STE7	E81	E82	E9A	E9B	E9C	E9D	E91	STE9	TE10	TE11	X12C	X12D	X12E	X12F	TX12	NCE13	ADA	A14A	A14B	PPE15	MEMBR14	IR1A	IR1B	IR1C	IR1D	IR1E	IR1F	IR1G	IR1H	IR1I	IR1J	IR1K	IR1L	IR1M	IR1N	ISTR1	IR2	IR3	IR4A	IR4B	IR4C	IR4D	ISTR4	IR5	ITR	IE11	IE12	IE13	IE14	IE15	IE16	IE17	IE18	ISTE1	IE11A	IE11B	IE11C	IE11D	IE2	IE212	IE213	IE214	IE215	IE216	IE217	IE218	ITE21	IE222	IE223	IE224	IE225	IE226	IE227	IE228	ITE22	IE232	IE233	IE234	IE235	IE236	IE237	IE238	ITE23	IE242	IE243	IE244	IE245	IE246	IE247	IE248	ITE24	IE252	IE253	IE254	IE255	IE256	IE257	IE258	ITE25	IE262	IE263	IE264	IE265	IE266	IE267	IE268	ITE26	ISTE22	ISTE23	ISTE24	ISTE25	ISTE26	ISTE27	ISTE28	ISTE2T	IE3A11	IE3A12	IE3A13	IE3A14	IE3A2	IE3A16	IE3A1	IE3B11	IE3B12	IE3B13	IE3B14	IE3B2	IE3B16	IE3B1	ISTE3	IE4A1	IE4A2	IE4B1	IE4B2	IE4C1	IE4C2	IE4D	IE4E1	IE4E2	ISTE4	ITE5	IE61	IE62	IE63	ISTE6	IE7A1	IE7A2	ISTE7	IE81	IE82	IE9A	IE9B	IE9C	IE9D	IE91	ISTE9	ITE10	ITE11	IX12C	IX12D	IX12E	IX12F	ITX12	INCE13	IADA	IA14A	IA14B	IPPE15	IMEMBR14
2015	13	GA	Georgia	5338408821	2172720557	141745562	-2	24830173	3863666	2516460	0	10491710	164072813	245778974	294475603	72654	3214012	8398327339	0	8485439552	30506564	1771722876	0	86158910	1888388350	389044370	18772155241	6689670637	2494344333	366574264	8673095	9217457	606976317	47068842	47650518	10213889164	4348236632	1253651816	173897117	221327901	102038275	552034774	521744976	90863517	718470892	387443743	394152837	212689178	2877399917	105543269	156441879	27011189	232914074	142812499	148860559	79064020	892647489	67776474	85914154	45909119	23406426	340979653	79879730	118937609	762803165	35217744	60774570	5787997	20279204	378637025	130952219	60227241	691876000	852918	2349116	429682	433530	24841610	88179474	11069697	128156027	10958237	23561493	32734673	15732133	1439500	812306	44673369	129911711	771530498	848437072	202306495	1010802729	1251312420	754657651	515591417	5354638282	266659001	117573573	49744373	465244403	10835262	12735916	911957266	5143734	477036	5981126	24452719	683116	13966484	50021099	961978365	0	0	0	0	0	0	0	0	0	0	16530505811	1553042375	52085089	87673792	1692801256	211959361	619555913	831515274	26512278	495574	0	2364919	0	0	7647	2364919	327005349	18439430732	420636885	88824483	0	0	949946454	15580559357	1685269	-2	1685269	9245	1744437	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R
2015	15	HI	Hawaii	-2	-2	-2	-2	0	0	2579200	0	147691	22500672	865682	30745415	0	2049411	58888071	0	2381547287	50524476	208866896	0	0	259391372	0	2699826730	894304839	338737658	51694463	7228041	0	71774188	9948605	13974151	1377713340	540745762	182275267	4893382	8116883	4657300	122205476	45866237	5250361	101711868	61142037	788517	28313507	365278003	51321180	18435288	2160910	42713046	25735978	339991	11922795	152629188	49688729	8896467	2965323	7592602	46725764	66481976	13860493	196211354	2736334	7672849	2297864	6315285	95070794	134899	3433934	117661959	271310	847908	167890	1370557	2325356	5683	157260	5145964	23072	545291	87054	562673	2665692	33663	231901	4149346	225974791	81416132	12761512	158895474	231340265	67779046	57762630	835929850	41919993	18233397	2933075	67764007	177799	2512	130852984	0	0	0	0	0	0	0	130852984	0	0	0	0	0	0	0	0	0	0	2344496174	145123891	0	1252846	146376737	0	0	0	8877626	8170	0	5829200	0	0	142741	5829200	16676125	2521003016	26495694	21155853	0	0	75646512	2268849662	169296	-2	169296	13402	182384	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	16	ID	Idaho	470585716	3317516	-2	-2	3449061	396292	2277722	0	2202102	23608507	3769172	47344424	0	461883	557016103	0	1482297776	10898544	229227870	0	6193890	246320304	270618998	2285634183	820404756	288932975	43924912	1212783	396262	43752600	8498865	278347	1198506373	651885029	113521836	8896955	43691610	-1	71217952	45375623	26650443	83106270	59783778	25515173	22196323	333845562	24733837	15066278	8808828	28500790	26132286	10907300	8485141	122634460	15259807	16106763	9637246	2823680	79288438	45662947	14353607	183132488	1107166	16676030	2060680	785215	16809488	10570055	4303006	52311640	1104889	10831189	235739	160273	11065383	4515388	2554543	30467404	0	7967	1929396	129459	6728606	434509	1248052	10477989	112318762	93232661	49086593	115345414	188742596	93089984	50586129	702402139	31801246	15165529	5309608	53445580	1274188	20782	105742745	0	0	67160	70789	5630	1554	139503	105882248	0	0	0	0	0	0	0	0	0	0	2006790760	99855273	13319215	13301766	126476254	53824555	108528649	162353204	5337477	34723	0	62585	0	0	0	62585	66901791	2178947886	58878141	0	0	0	92444486	1914346274	272069	272069	-2	7036	290885	R	R	R	R	A	R	R	R	R	R	R	R	R	A	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	T	T	T	T	T	T	R	A	R	R	R	R	T	R	R	R	R	R	R	R	T	R	R	R	R	A	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	17	IL	Illinois	16041766170	778385923	-2	-2	25762097	402526705	6747941	18683010	0	200943445	108364569	971534739	96690117	22277642	18252472643	0	6787531203	125805446	2092080546	0	46114294	2264000286	2891118223	27304004132	9965875863	5858827605	1002754901	257863786	801231129	419835031	134635635	106959052	17612116238	6591865709	2098476955	193434697	1066404702	-1	1174739030	537272137	421663604	878907586	714222154	260253920	381492206	4368550637	634665616	313281885	283275863	512863724	471449703	170162816	271760455	2657460062	103662608	174172043	362954400	22982132	651391642	745304394	227576352	2288043571	19806305	80309436	15084943	17360623	518882398	80942065	70388140	802773910	3244236	54646506	7219608	4825307	259915351	46564937	89534594	465950539	1654230	3848766	21748618	2483744	2804741	1690616	11356946	45587661	1934527789	1108884267	1104727428	1434597809	2358750638	1258353811	962574099	10162415841	206401123	77270936	194530766	291150791	6127434	1203715	770557331	0	0	0	0	0	0	0	770557331	0	0	0	0	0	0	0	0	0	0	28545089410	1413289471	161491653	7934554	1582715678	899930569	1446931786	2346862355	145374157	2052411	0	23111976	1459661	0	372392	24571637	778564618	30906889293	427186570	203287316	0	0	1091259697	27453829713	1844870	1844870	-2	14881	2048428	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	A	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	R	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	R	R	R	R	R	R	A
2015	18	IN	Indiana	2694528699	799159	233639362	64384450	3044195	16087694	191615	822015	15805032	182723860	72499773	985665591	59816243	0	4313097979	14816244	6787225174	15203955	893019054	253684	79728344	988205037	395893476	12103344434	3574919833	1859845504	101593980	4724470	4452168	190183557	43351719	3894796	5735162140	2569089776	423681747	81561553	17337073	81568731	303489801	201991373	101000759	397313011	321090363	251446862	90902625	1667234794	157516512	102711982	62613602	214490411	226040233	131727124	90301034	985400898	31139548	61137473	40087997	14604030	285929265	139234065	35969842	608102220	5526846	20079950	6237153	4738240	315224134	85643566	10298741	447748630	2409642	92896107	1006763	84686	19111495	78808835	29940579	224258107	251516	1259398	16089315	2290967	791838	1756901	23733136	46173071	497924223	387180176	226028826	633436659	1149075833	609808518	251205378	3754659613	156648596	44592881	29923055	247469492	13056684	1893762	480527786	0	0	0	0	0	0	0	480527786	0	0	0	0	0	0	0	0	0	0	9970349539	425337184	218800302	79141916	723279402	320532214	848769665	1169301879	126882638	1013066	0	28346443	0	0	1638263	28346443	581260057	11132175861	255630896	0	0	0	573906582	9396442957	977322	-2	977322	9614	1046269	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R
2015	19	IA	Iowa	2048526054	181384597	-2	-2	7115905	259035260	2535325	942491	9142189	110507792	8911488	141742746	13048285	1153203	2524067584	2795125	3460803800	13401339	434995636	9689780	17761142	475847897	688829985	6463514406	2357488749	779276472	92698571	29262779	261513505	104785227	45966396	3617216	3367129014	1431864640	315045021	82049056	284265941	24454232	224413752	174995836	77033676	224565364	167011069	88802306	85115969	1041937972	71277183	52164209	28585992	79166810	67509602	24126101	33903710	356733607	18990082	36532316	29161889	5877755	112307560	51728595	30373479	284971676	3060296	28305427	3048981	3249946	129293816	35721350	14456409	217136225	820104	25822152	900904	1147119	17636814	33775009	8725450	88827552	195075	703800	3473179	698175	435688	369485	1732186	7607588	317936388	292701588	141303717	313558050	476557735	200747837	165581753	1908387068	82155047	24864809	6645085	131677363	6415125	287233	245629537	3112643	647050	55385	1912908	36972	2896	5730882	251360419	0	0	0	0	0	0	0	0	0	0	5526876501	666871786	6465589	34441953	707779328	124254875	534899744	659154619	26775742	205515	6353716	1517654	0	0	17903	7871370	182377005	6410772404	82996049	5462410	0	0	231730457	5295146044	472459	-2	472459	11208	505311	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	20	KS	Kansas	1046534226	-2	-2	-2	5851580	189948258	4187220	0	3327068	81590508	38628453	343941566	13767098	1255221	1539082940	127672134	4001450526	11760420	528146531	0	17040515	556947466	633821663	6225153066	2175820723	647283132	94674082	2741353	4394077	135739572	105085354	20977400	3077236262	1491750742	303044801	68460488	37172817	28918307	233259725	130386202	74873704	220803366	175236392	61454425	73724270	969738084	64111416	36810238	22812418	63943636	62613439	18015825	22903218	291210190	17269199	35170009	30047481	6756596	100788511	94529341	22558657	307119794	5505389	16014568	3972551	3367116	146665276	30639716	12425785	218590401	3494390	9463345	2606715	1931147	24232205	17377799	15115124	74220725	1308760	1130582	9276922	1602355	2191732	6539662	3296877	25346890	321454489	219511599	140983076	296473069	487495350	211178969	134908807	1812005359	78348801	28810135	11499501	126152439	5436265	2479293	247290169	0	0	0	0	0	0	0	247290169	0	0	0	0	0	0	0	0	0	0	5136531790	713275111	44498241	45931628	803704980	212048999	300172000	512220999	777415	86379	0	2813730	0	915264	72622	3728994	275331214	6129644524	93475239	15323482	0	0	254078801	4882452989	462512	-2	462512	10556	497275	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	21	KY	Kentucky	1835256515	449809685	-2	31522433	5167005	44839	13640	0	8415724	72941780	21692527	78699223	679784	5112	2504203428	0	4093057520	45077786	745163166	12991140	53483071	856715163	1728951243	7453976111	2597950312	995037518	59334335	2975284	1316748	121762627	45773786	11421073	3788481149	1845935739	383875348	21673341	68952509	30550275	219189652	235436158	42666993	268622657	197646152	202593691	86673015	1252828318	77112914	81776621	38167583	103419178	96787435	102542645	40572188	540378564	13019626	19792001	68259748	6211933	112248492	20259295	34693257	274484352	3781836	22246497	5792089	6794490	185355748	63215177	6672810	293858647	622924	17735816	1261778	2251592	8534573	35488988	14652828	80548499	282098	6047534	3020799	643350	1099889	2594579	797189	14485438	313386126	365298811	157907212	385691608	593137716	391205387	169408459	2376035319	124678321	63890256	13178456	199991047	6854402	668412	402406492	10713956	4140874	286987	1129259	103762	92852	16363928	418770420	0	0	0	0	0	0	0	0	0	0	6583286888	415484242	20556864	9489702	445530808	185865909	616925399	802791308	64228873	264504	1178350	10488961	0	0	218070	11667311	163809589	7238476903	179016181	40161747	0	0	319677776	6263609112	617642	-2	617642	10141	688640	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	22	LA	Louisiana	1628062431	1830617270	-2	-2	16870033	2006224	86026	1687158	30740684	41086903	3029100	191864192	317622	1420286	3744094547	0	3875344720	62351619	1226290102	0	19208422	1307850143	1247407279	8927289410	2742975523	1331045348	135514617	47157000	2554722	225173015	22786123	6177121	4488042624	1720590656	405065578	71079100	245985961	57685089	313529983	242514020	32988268	311634640	170849490	171910796	105612731	1349039928	136216201	107579484	18354824	144667038	101538817	122049104	47591443	677996911	24922845	43027388	143784339	28498674	281172220	131650009	64104645	717160120	6519933	15973992	2262064	6513434	188806613	36638117	13722414	270436567	346226	913496	341392	792239	13240810	20457070	9446371	45537604	1042650	767079	7686460	9422273	941685	1750979	5262598	26873724	482231612	409861963	205075955	500736059	743308825	463999005	236293831	3041507250	138519040	86053231	36600119	167895032	3635964	1158145	430225567	154038	43407	158265	272781	0	44024	672515	430898082	0	0	0	0	0	0	23210311	0	0	0	7960447956	677940429	97976743	7195804	783112976	111551307	455622231	567173538	7408071	0	6226005	7781329	0	0	50445	14007334	177182683	8836986473	229917003	72538526	0	0	365265499	7595182457	680540	-2	680540	11161	716800	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	23	ME	Maine	797996266	-2	593563840	402177	5057694	52942894	110186	1517101	607610	32333071	2273416	33895229	71967	77895	1466389351	958974	1077155944	8573295	181939551	1695725	419327	192627898	64033457	2737132167	937483090	406803948	25822509	84243388	70177203	32386098	5346764	4637171	1491376204	638163138	107108851	11589927	25077618	6526145	103395688	62739993	39839342	90737168	74494736	44660671	16575937	432443535	40901177	28614357	15683204	37145657	29311194	18868921	6442557	176967067	22364476	33465397	23721040	5361792	83929001	41843200	5591781	216276687	1827298	8999835	1488646	1673498	69150947	17852598	863159	101855981	237625	10994127	316590	244878	5004665	4223548	196045	21217478	862672	2444709	2503281	990541	964267	3957854	2001396	13724720	169351311	136264291	83235513	135908656	257850145	127183244	31474830	941267990	37657288	15381146	5357469	46415441	1654682	529860	105341204	96156	18661	108284	59299	69	45170	327570	105668774	0	0	0	0	0	0	0	0	0	0	2538312968	34180265	1668091	1228948	37077304	48464030	113427440	161891470	5564648	15691	168660	22741168	12406	0	215534	22922234	31347257	2632327372	29753965	20584123	0	0	90262317	2448050651	160260	160260	-2	15275	181613	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A
2015	24	MD	Maryland	-2	-2	3596601047	3529473425	6466102	3958657	2569950	0	1062518	93633428	0	150184677	0	2952158	7382943305	0	6316683330	21004385	710177195	48549518	41686767	821417865	143642563	14521044500	4940004943	2221889880	232136012	268966548	4078542	200821620	26029284	18873751	7882692754	3172288896	672337758	100693563	174795057	35205321	381739528	401393588	54652097	566568261	457085586	217415975	191394370	2270249405	166517872	169135231	22920350	246309571	196285423	91556583	86528260	979253290	40154369	45367453	26128183	18179115	190060238	319154711	63382235	702426304	3532904	30341773	1102414	8613599	238287806	31823226	17669152	331370874	289546	1520078	252896	440541	12941942	24911689	11290395	51647087	1223377	10349266	2319300	4360207	67935144	3490054	3498089	93175437	593168050	656587311	107122344	844030753	1149654197	663440549	362472106	4376475310	123540434	55649626	9886437	170358579	3917173	1432885	360867961	0	0	0	0	0	0	0	360867961	0	0	0	0	0	0	5604401	0	0	0	12620036025	932228566	6681820	64949468	1003859854	172470764	340110877	512581641	21453390	546187	3294056	3355881	0	0	0	6649937	153771019	13734138937	192342789	0	0	0	297964427	12322071598	819316	819316	-2	15039	874514	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	R	A	R	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	T	R	R	R	R	R	T	R	R	R	R	R
2015	25	MA	Massachusetts	-2	-2	8900151644	-2	4314733	502822062	454378	0	9191760	158398747	39108547	423426134	0	33114421	9568160364	0	6836760909	42582189	767711097	70656935	22393377	903343598	1011805	17308264871	6414954942	2574252852	89399692	750839832	176312022	254315715	10411147	21139559	10104902592	3818473087	899238228	238985234	66467845	59710388	750097112	475993182	138728285	529941805	528164782	90421664	226416439	2739763269	301005957	191010976	32922632	125764397	125342678	21458632	53732554	851237826	80276478	25481541	38165987	6734037	443166257	478024010	61424443	1133272753	17155542	7855480	8742850	10200139	155164836	7874459	20879307	227872613	507076	317812	108145	298966	619640	2436188	174311	4462138	2016127	20772809	26819762	5711955	154120562	105031316	33057085	347529616	1150551216	721113988	245379516	678352333	1405959115	702810081	395509828	5299676077	139579007	33124523	26480561	204299759	189607	26733262	430217112	0	0	0	0	0	0	0	430217112	0	0	0	0	0	0	0	0	0	0	15834795781	319425363	171998272	60286018	551709653	229105854	505573876	734679730	53383764	23528	8581526	3261757	0	0	5220	11843283	247375930	16466824121	204387388	0	0	0	439778214	15395017567	908322	-2	908322	16949	955844	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	26	MI	Michigan	5110725606	7521802	419835	10244394	30306803	74462241	11276984	41717318	13647506	159995479	66408265	532323555	0	1575335	5944445564	16511575	11706291393	79338991	1563562076	108980915	33718285	1785600267	3725161775	19452848799	5259495550	3242437581	906121532	184897	129525315	259632426	37648743	18902041	9686774027	3755570599	659836656	104314151	195711705	46981494	729174341	364989834	119553345	506918582	281076126	202238731	278571427	2482522386	428373697	211397342	67838899	307110190	196146173	128105966	179902949	1518875216	128956199	209639785	167880148	103210393	678688468	283247217	298895418	1870517628	9518510	54233917	4954051	11423753	377261964	82311112	27478138	567181445	1201399	13984704	655579	1838773	37768892	69720495	59533023	184702865	1624116	4358386	12974690	3720887	2518769	1737553	77053077	103987478	1297646863	844619264	373201133	932383805	1535691500	697640579	861901009	6543084153	123534533	69651161	131024177	289415251	14490675	5651690	619276812	0	0	0	0	0	0	0	619276812	0	0	0	0	0	0	0	0	0	0	16849134992	646354271	95319641	122692334	864366246	800142321	1587063493	2387205814	243263267	1686354	0	31166078	0	0	157921	31166078	456698533	18226617141	488366769	0	0	0	757929635	16091205357	1398468	1398468	-2	11506	1537922	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
2015	27	MN	Minnesota	2166286909	-2	-2	-2	107597143	155464595	2561251	0	24975861	184043290	31049742	585789384	0	0	3102303580	250397396	8131824587	51575094	623803961	0	23785629	699164684	2087548887	12183690247	4499274931	1503059235	339173987	60343918	76940627	197255476	69462162	19959223	6619066770	2630140999	550809309	76177529	48465460	44992603	185607381	275416401	180047124	317171111	266233575	108541098	88572356	1421589046	61697132	106979191	60095636	77869801	102342460	35950290	40767499	485702009	30820587	75703782	116035047	6961219	256076868	393760742	89021027	968379272	8229701	35158001	16594487	2790785	88914968	32669402	7730714	192088058	1877639	48015507	19382846	1002774	14485938	21416915	4798250	110979869	671079	4331832	6698459	1780377	1695794	286675	45642587	61106803	287025880	497589207	379470753	406573293	715263665	571208207	271734183	3128865188	130799120	42352387	46248554	220665419	9409317	1202126	441267606	12499427	4083720	12605804	269541	13501180	3359258	32817750	474085356	0	0	0	0	0	0	0	0	0	0	10222017314	967855105	110593423	72233951	1150682479	337934401	954318571	1292252972	377398071	3638287	15050963	55761044	0	0	608905	70812007	390427094	12028509591	147479659	0	0	0	472731085	9749286229	804465	804465	-2	12119	857235	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	A	A	R	R	A	R	A	T	R	R	R	R	R	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	A	A	A	A	A	A	A	T	R	R	R	R	R	R	R	R	A	A	A	A	A	A	A	T	T	T	T	T	T	T	T	T	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	A	R	T	T	A	A	R	R	R	R	R	R	R	R	R	R	R	R	R	T	T	R	R	R	R	R	T	R	R	R	R	R
